SourceUrl,PropertyName,ObjectName,ObjectNickname,ObjectGuid,ObjectDescription,ContainerText,JsonPath
"https://steamusercontent-a.akamaihd.net/ugc/2496767915186020548/CF11F6537C6390B0328A602F527E41AC6E1C0367/","BackURL","Card","","cab876","","Bag | TEMPLATE{Rules & FAQ Bag} | Card | FAQ","$.ObjectStates[47].ContainedObjects[2].States.8.CustomDeck.167.BackURL"
"https://steamusercontent-a.akamaihd.net/ugc/2496767915186020548/CF11F6537C6390B0328A602F527E41AC6E1C0367/","BackURL","Card","","73d3cb","","Bag | TEMPLATE{Rules & FAQ Bag} | Card | FAQ","$.ObjectStates[47].ContainedObjects[2].States.9.CustomDeck.167.BackURL"
"https://steamusercontent-a.akamaihd.net/ugc/2496767915186021175/187861620B26092B0D29CCA50545F1F98DFFA761/","BackURL","Card","","855e63","","Bag | TEMPLATE{Rules & FAQ Bag} | Deck | Reference Cards | Card","$.ObjectStates[47].ContainedObjects[3].ContainedObjects[0].CustomDeck.163.BackURL"
"https://steamusercontent-a.akamaihd.net/ugc/2496767915186021175/187861620B26092B0D29CCA50545F1F98DFFA761/","BackURL","Card","","dc1999","","Bag | TEMPLATE{Rules & FAQ Bag} | Deck | Reference Cards | Card","$.ObjectStates[47].ContainedObjects[3].ContainedObjects[10].CustomDeck.163.BackURL"
"https://steamusercontent-a.akamaihd.net/ugc/2496767915186021175/187861620B26092B0D29CCA50545F1F98DFFA761/","BackURL","Card","","354d12","","Bag | TEMPLATE{Rules & FAQ Bag} | Deck | Reference Cards | Card","$.ObjectStates[47].ContainedObjects[3].ContainedObjects[11].CustomDeck.163.BackURL"
"https://steamusercontent-a.akamaihd.net/ugc/2496767915186021175/187861620B26092B0D29CCA50545F1F98DFFA761/","BackURL","Card","","07fabb","","Bag | TEMPLATE{Rules & FAQ Bag} | Deck | Reference Cards | Card","$.ObjectStates[47].ContainedObjects[3].ContainedObjects[12].CustomDeck.163.BackURL"
"https://steamusercontent-a.akamaihd.net/ugc/2496767915186021175/187861620B26092B0D29CCA50545F1F98DFFA761/","BackURL","Card","","f467f7","","Bag | TEMPLATE{Rules & FAQ Bag} | Deck | Reference Cards | Card","$.ObjectStates[47].ContainedObjects[3].ContainedObjects[13].CustomDeck.163.BackURL"
"https://steamusercontent-a.akamaihd.net/ugc/2496767915186021175/187861620B26092B0D29CCA50545F1F98DFFA761/","BackURL","Card","","fc8393","","Bag | TEMPLATE{Rules & FAQ Bag} | Deck | Reference Cards | Card","$.ObjectStates[47].ContainedObjects[3].ContainedObjects[14].CustomDeck.163.BackURL"
"https://steamusercontent-a.akamaihd.net/ugc/2496767915186021175/187861620B26092B0D29CCA50545F1F98DFFA761/","BackURL","Card","","3adfad","","Bag | TEMPLATE{Rules & FAQ Bag} | Deck | Reference Cards | Card","$.ObjectStates[47].ContainedObjects[3].ContainedObjects[15].CustomDeck.163.BackURL"
"https://steamusercontent-a.akamaihd.net/ugc/2496767915186021175/187861620B26092B0D29CCA50545F1F98DFFA761/","BackURL","Card","","8a85ed","","Bag | TEMPLATE{Rules & FAQ Bag} | Deck | Reference Cards | Card","$.ObjectStates[47].ContainedObjects[3].ContainedObjects[16].CustomDeck.163.BackURL"
"https://steamusercontent-a.akamaihd.net/ugc/2496767915186021175/187861620B26092B0D29CCA50545F1F98DFFA761/","BackURL","Card","","5aae0e","","Bag | TEMPLATE{Rules & FAQ Bag} | Deck | Reference Cards | Card","$.ObjectStates[47].ContainedObjects[3].ContainedObjects[17].CustomDeck.163.BackURL"
"https://steamusercontent-a.akamaihd.net/ugc/2496767915186021175/187861620B26092B0D29CCA50545F1F98DFFA761/","BackURL","Card","","f4a804","","Bag | TEMPLATE{Rules & FAQ Bag} | Deck | Reference Cards | Card","$.ObjectStates[47].ContainedObjects[3].ContainedObjects[18].CustomDeck.163.BackURL"
"https://steamusercontent-a.akamaihd.net/ugc/2496767915186021175/187861620B26092B0D29CCA50545F1F98DFFA761/","BackURL","Card","","ff5ea0","","Bag | TEMPLATE{Rules & FAQ Bag} | Deck | Reference Cards | Card","$.ObjectStates[47].ContainedObjects[3].ContainedObjects[19].CustomDeck.163.BackURL"
"https://steamusercontent-a.akamaihd.net/ugc/2496767915186021175/187861620B26092B0D29CCA50545F1F98DFFA761/","BackURL","Card","","7af000","","Bag | TEMPLATE{Rules & FAQ Bag} | Deck | Reference Cards | Card","$.ObjectStates[47].ContainedObjects[3].ContainedObjects[1].CustomDeck.163.BackURL"
"https://steamusercontent-a.akamaihd.net/ugc/2496767915186021440/8F6B016AA27F198ADEA258D4E230E3249FE49DB4/","BackURL","Card","","20212c","","Bag | TEMPLATE{Rules & FAQ Bag} | Deck | Reference Cards | Card","$.ObjectStates[47].ContainedObjects[3].ContainedObjects[20].CustomDeck.166.BackURL"
