pilotId,sourceId,targetId,pilotName,shipId,faction,role,required,status,rank,assetId,warehouse,score,confidence,repositoryPath,reasons
"PILOT-F5731D9E2983","backdraft","backdraft","""Backdraft""","tiesffighter","firstorder","PilotCard","True","clear","1","AST-4531DE99F4B3AC0A","xwing-data","278","high","assets/source/xwing-data/images/pilots/First Order/TIE-sf Fighter/backdraft.png","pilot identity 'backdraft' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 7, points 27, image 'pilots/First Order/TIE-sf Fighter/backdraft.png'"
"PILOT-F5731D9E2983","backdraft","backdraft","""Backdraft""","tiesffighter","firstorder","PilotCard","True","clear","2","AST-415EF0B705016B88","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__f791a594f4397184.jpg","pilot identity 'backdraft' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-F5731D9E2983","backdraft","backdraft","""Backdraft""","tiesffighter","firstorder","PilotBaseTokenSheet","False","clear","1","AST-D1AA5DA26869F11E","legacy1e","100","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__764db731223587eb.png","pilot identity 'backdraft' in legacy context; shared legacy image reference; legacy First Edition source"
"PILOT-F5731D9E2983","backdraft","backdraft","""Backdraft""","tiesffighter","firstorder","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-9508F007B8DE","backstabber-battleofyavin","backstabber","""Backstabber""","tiefighter","galacticempire","PilotCard","True","clear","1","AST-2A926ACC846F0A39","xwing-data","278","high","assets/source/xwing-data/images/pilots/Galactic Empire/TIE Fighter/backstabber.png","pilot identity 'backstabber' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 6, points 16, image 'pilots/Galactic Empire/TIE Fighter/backstabber.png'"
"PILOT-9508F007B8DE","backstabber-battleofyavin","backstabber","""Backstabber""","tiefighter","galacticempire","PilotCard","True","clear","2","AST-50CEBF70BF7BDA86","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__449ff88f909ed587.jpg","pilot identity 'backstabber' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-9508F007B8DE","backstabber-battleofyavin","backstabber","""Backstabber""","tiefighter","galacticempire","PilotBaseTokenSheet","False","clear","1","AST-DEF7A8969C03F4F0","legacy1e","112","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__7416dd8e946ea549.png","pilot identity 'backstabber' in legacy context; ship identity matched; shared legacy image reference; legacy First Edition source"
"PILOT-9508F007B8DE","backstabber-battleofyavin","backstabber","""Backstabber""","tiefighter","galacticempire","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-371A0F61CCFE","chopper","chopper","""Chopper""","vcx100","rebelalliance","PilotCard","True","clear","1","AST-67E943D8CF5AE6E0","xwing-data","278","high","assets/source/xwing-data/images/pilots/Rebel Alliance/VCX-100/chopper.png","pilot identity 'chopper' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 4, points 37, image 'pilots/Rebel Alliance/VCX-100/chopper.png'"
"PILOT-371A0F61CCFE","chopper","chopper","""Chopper""","vcx100","rebelalliance","PilotCard","True","clear","2","AST-4AF0A9432E56090C","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__83c9f6962c0da45c.jpg","pilot identity 'chopper' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-371A0F61CCFE","chopper","chopper","""Chopper""","vcx100","rebelalliance","PilotCard","True","clear","3","AST-2DF4A4C236B1FF3C","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__bc19be6ceb60e237.jpg","pilot identity 'chopper' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-371A0F61CCFE","chopper","chopper","""Chopper""","vcx100","rebelalliance","PilotCard","True","clear","4","AST-B5A10E1CE91F4704","legacy1e","115","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/other/asset__5f2e03c95aba6825.png","pilot identity 'chopper' in legacy context; card context; legacy First Edition source"
"PILOT-371A0F61CCFE","chopper","chopper","""Chopper""","vcx100","rebelalliance","PilotBaseTokenSheet","False","clear","1","AST-1B67CA60C0F16693","legacy1e","112","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__5ecaf2bd7f8d7b76.jpg","pilot identity 'chopper' in legacy context; ship identity matched; shared legacy image reference; legacy First Edition source"
"PILOT-371A0F61CCFE","chopper","chopper","""Chopper""","vcx100","rebelalliance","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-7BE38960675C","countdown","countdown","""Countdown""","tiestriker","galacticempire","PilotCard","True","clear","1","AST-7D4136D916987683","xwing-data","278","high","assets/source/xwing-data/images/pilots/Galactic Empire/TIE Striker/countdown.png","pilot identity 'countdown' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 5, points 20, image 'pilots/Galactic Empire/TIE Striker/countdown.png'"
"PILOT-7BE38960675C","countdown","countdown","""Countdown""","tiestriker","galacticempire","PilotCard","True","clear","2","AST-442B4BFEFC86B31C","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/other/asset__135ac9dea35d0d1d.png","pilot identity 'countdown' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-7BE38960675C","countdown","countdown","""Countdown""","tiestriker","galacticempire","PilotBaseTokenSheet","False","clear","1","AST-2E30C7B90852E05B","legacy1e","112","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__47198294f94ca5ea.png","pilot identity 'countdown' in legacy context; ship identity matched; shared legacy image reference; legacy First Edition source"
"PILOT-7BE38960675C","countdown","countdown","""Countdown""","tiestriker","galacticempire","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-7F08D82863DA","darkcurse-battleofyavin","darkcurse","""Dark Curse""","tiefighter","galacticempire","PilotCard","True","clear","1","AST-9353CD393EFC6623","xwing-data","278","high","assets/source/xwing-data/images/pilots/Galactic Empire/TIE Fighter/dark-curse.png","pilot identity 'darkcurse' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 6, points 16, image 'pilots/Galactic Empire/TIE Fighter/dark-curse.png'"
"PILOT-7F08D82863DA","darkcurse-battleofyavin","darkcurse","""Dark Curse""","tiefighter","galacticempire","PilotCard","True","clear","2","AST-50CEBF70BF7BDA86","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__449ff88f909ed587.jpg","pilot identity 'darkcurse' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-7F08D82863DA","darkcurse-battleofyavin","darkcurse","""Dark Curse""","tiefighter","galacticempire","PilotBaseTokenSheet","False","clear","1","AST-C9CF689EA37A880F","legacy1e","112","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__0007b1a704707540.png","pilot identity 'darkcurse' in legacy context; ship identity matched; shared legacy image reference; legacy First Edition source"
"PILOT-7F08D82863DA","darkcurse-battleofyavin","darkcurse","""Dark Curse""","tiefighter","galacticempire","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-1B8C5D844954","deathfire","deathfire","""Deathfire""","tiebomber","galacticempire","PilotCard","True","clear","1","AST-3A544075F7603882","xwing-data","278","high","assets/source/xwing-data/images/pilots/Galactic Empire/TIE Bomber/deathfire.png","pilot identity 'deathfire' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 3, points 17, image 'pilots/Galactic Empire/TIE Bomber/deathfire.png'"
"PILOT-1B8C5D844954","deathfire","deathfire","""Deathfire""","tiebomber","galacticempire","PilotCard","True","clear","2","AST-11BD855F1C12F6A6","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__c370143f77f84e9b.jpg","pilot identity 'deathfire' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-1B8C5D844954","deathfire","deathfire","""Deathfire""","tiebomber","galacticempire","PilotBaseTokenSheet","False","clear","1","AST-2FDA7255CF9D0505","legacy1e","112","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b02206a528ff82c0.png","pilot identity 'deathfire' in legacy context; ship identity matched; shared legacy image reference; legacy First Edition source"
"PILOT-1B8C5D844954","deathfire","deathfire","""Deathfire""","tiebomber","galacticempire","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-9380AE7D1934","deathrain","deathrain","""Deathrain""","tiepunisher","galacticempire","PilotCard","True","clear","1","AST-39A562D000652265","xwing-data","278","high","assets/source/xwing-data/images/pilots/Galactic Empire/TIE Punisher/deathrain.png","pilot identity 'deathrain' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 6, points 26, image 'pilots/Galactic Empire/TIE Punisher/deathrain.png'"
"PILOT-9380AE7D1934","deathrain","deathrain","""Deathrain""","tiepunisher","galacticempire","PilotCard","True","clear","2","AST-50CEBF70BF7BDA86","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__449ff88f909ed587.jpg","pilot identity 'deathrain' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-9380AE7D1934","deathrain","deathrain","""Deathrain""","tiepunisher","galacticempire","PilotBaseTokenSheet","False","clear","1","AST-FF847B440D9AA68C","legacy1e","112","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__1786b38448ff15bc.jpg","pilot identity 'deathrain' in legacy context; ship identity matched; shared legacy image reference; legacy First Edition source"
"PILOT-9380AE7D1934","deathrain","deathrain","""Deathrain""","tiepunisher","galacticempire","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-29C434698216","doubleedge","doubleedge","""Double Edge""","tieaggressor","galacticempire","PilotCard","True","clear","1","AST-63ECF4C53B5C1DBE","xwing-data","278","high","assets/source/xwing-data/images/pilots/Galactic Empire/TIE Aggressor/double-edge.png","pilot identity 'doubleedge' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 4, points 19, image 'pilots/Galactic Empire/TIE Aggressor/double-edge.png'"
"PILOT-29C434698216","doubleedge","doubleedge","""Double Edge""","tieaggressor","galacticempire","PilotCard","True","clear","2","AST-6EC532E2DDFCC3DE","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__a8719719f5c7e5ff.png","pilot identity 'doubleedge' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-29C434698216","doubleedge","doubleedge","""Double Edge""","tieaggressor","galacticempire","PilotBaseTokenSheet","False","clear","1","AST-0CAA706016204C88","legacy1e","100","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__18f0fc42531efb0d.png","pilot identity 'doubleedge' in legacy context; shared legacy image reference; legacy First Edition source"
"PILOT-29C434698216","doubleedge","doubleedge","""Double Edge""","tieaggressor","galacticempire","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-5BCFC38B51FB","duchess","duchess","""Duchess""","tiestriker","galacticempire","PilotCard","True","clear","1","AST-DAECC2712B37FE36","xwing-data","278","high","assets/source/xwing-data/images/pilots/Galactic Empire/TIE Striker/duchess.png","pilot identity 'duchess' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 8, points 23, image 'pilots/Galactic Empire/TIE Striker/duchess.png'"
"PILOT-5BCFC38B51FB","duchess","duchess","""Duchess""","tiestriker","galacticempire","PilotCard","True","clear","2","AST-442B4BFEFC86B31C","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/other/asset__135ac9dea35d0d1d.png","pilot identity 'duchess' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-5BCFC38B51FB","duchess","duchess","""Duchess""","tiestriker","galacticempire","PilotBaseTokenSheet","False","clear","1","AST-CA2AFEDBDD5DF675","legacy1e","112","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__188553706626c179.png","pilot identity 'duchess' in legacy context; ship identity matched; shared legacy image reference; legacy First Edition source"
"PILOT-5BCFC38B51FB","duchess","duchess","""Duchess""","tiestriker","galacticempire","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-91F3D05B5EA1","dutchvander","dutchvander","""Dutch"" Vander","ywing","rebelalliance","PilotCard","True","clear","1","AST-3F29F8FC32931E2A","xwing-data","278","high","assets/source/xwing-data/images/pilots/Rebel Alliance/Y-wing/dutch-vander.png","pilot identity 'dutchvander' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 6, points 23, image 'pilots/Rebel Alliance/Y-wing/dutch-vander.png'"
"PILOT-91F3D05B5EA1","dutchvander","dutchvander","""Dutch"" Vander","ywing","rebelalliance","PilotCard","True","clear","2","AST-2DF4A4C236B1FF3C","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__bc19be6ceb60e237.jpg","pilot identity 'dutchvander' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-91F3D05B5EA1","dutchvander","dutchvander","""Dutch"" Vander","ywing","rebelalliance","PilotBaseTokenSheet","False","clear","1","AST-2B4CC369F65371C8","legacy1e","112","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__befe00aee8b10b7f.jpg","pilot identity 'dutchvander' in legacy context; ship identity matched; shared legacy image reference; legacy First Edition source"
"PILOT-91F3D05B5EA1","dutchvander","dutchvander","""Dutch"" Vander","ywing","rebelalliance","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-FCE29317C456","echo","echo","""Echo""","tiephantom","galacticempire","PilotCard","True","clear","1","AST-FA864455593EC2E3","xwing-data","278","high","assets/source/xwing-data/images/pilots/Galactic Empire/TIE Phantom/echo.png","pilot identity 'echo' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 6, points 30, image 'pilots/Galactic Empire/TIE Phantom/echo.png'"
"PILOT-FCE29317C456","echo","echo","""Echo""","tiephantom","galacticempire","PilotCard","True","clear","2","AST-50CEBF70BF7BDA86","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__449ff88f909ed587.jpg","pilot identity 'echo' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-FCE29317C456","echo","echo","""Echo""","tiephantom","galacticempire","PilotCard","True","clear","3","AST-DCB966C7BBE83DC9","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__49d838bbc0754bff.jpg","pilot identity 'echo' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-FCE29317C456","echo","echo","""Echo""","tiephantom","galacticempire","PilotCard","True","clear","4","AST-4AF0A9432E56090C","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__83c9f6962c0da45c.jpg","pilot identity 'echo' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-FCE29317C456","echo","echo","""Echo""","tiephantom","galacticempire","PilotCard","True","clear","5","AST-9F330892C8BB84B5","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__a78ae1e7b0b632e1.png","pilot identity 'echo' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-FCE29317C456","echo","echo","""Echo""","tiephantom","galacticempire","PilotCard","True","clear","6","AST-84B4F1D27DB8D953","legacy1e","115","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__02854add99580d39.jpg","pilot identity 'echo' in legacy context; card context; legacy First Edition source"
"PILOT-FCE29317C456","echo","echo","""Echo""","tiephantom","galacticempire","PilotCard","True","clear","7","AST-E0FAEC9562BD7E7A","legacy1e","115","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__18637aa86061b60a.jpg","pilot identity 'echo' in legacy context; card context; legacy First Edition source"
"PILOT-FCE29317C456","echo","echo","""Echo""","tiephantom","galacticempire","PilotCard","True","clear","8","AST-5E9D3C3A81D1D0E1","legacy1e","115","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__37cd2a709aa39534.jpg","pilot identity 'echo' in legacy context; card context; legacy First Edition source"
"PILOT-FCE29317C456","echo","echo","""Echo""","tiephantom","galacticempire","PilotBaseTokenSheet","False","clear","1","AST-184F54CCEFF55E33","legacy1e","112","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__0d8c2cd2b70ca7d6.jpg","pilot identity 'echo' in legacy context; ship identity matched; shared legacy image reference; legacy First Edition source"
"PILOT-FCE29317C456","echo","echo","""Echo""","tiephantom","galacticempire","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-25F20C6B5ABA","howlrunner","howlrunner","""Howlrunner""","tiefighter","galacticempire","PilotCard","True","clear","1","AST-17A5E66A26A6EE00","xwing-data","278","high","assets/source/xwing-data/images/pilots/Galactic Empire/TIE Fighter/howlrunner.png","pilot identity 'howlrunner' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 8, points 18, image 'pilots/Galactic Empire/TIE Fighter/howlrunner.png'"
"PILOT-25F20C6B5ABA","howlrunner","howlrunner","""Howlrunner""","tiefighter","galacticempire","PilotCard","True","clear","2","AST-50CEBF70BF7BDA86","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__449ff88f909ed587.jpg","pilot identity 'howlrunner' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-25F20C6B5ABA","howlrunner","howlrunner","""Howlrunner""","tiefighter","galacticempire","PilotBaseTokenSheet","False","clear","1","AST-A5870A68AED14690","legacy1e","112","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__80d72ea254b5531f.png","pilot identity 'howlrunner' in legacy context; ship identity matched; shared legacy image reference; legacy First Edition source"
"PILOT-25F20C6B5ABA","howlrunner","howlrunner","""Howlrunner""","tiefighter","galacticempire","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-5274E11EAA41","leebo","leebo","""Leebo""","yt2400","rebelalliance","PilotCard","True","clear","1","AST-CB9C242DAC6617D3","xwing-data","278","high","assets/source/xwing-data/images/pilots/Rebel Alliance/YT-2400/leebo.png","pilot identity 'leebo' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 5, points 34, image 'pilots/Rebel Alliance/YT-2400/leebo.png'"
"PILOT-5274E11EAA41","leebo","leebo","""Leebo""","yt2400","rebelalliance","PilotCard","True","clear","2","AST-4AF0A9432E56090C","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__83c9f6962c0da45c.jpg","pilot identity 'leebo' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-5274E11EAA41","leebo","leebo","""Leebo""","yt2400","rebelalliance","PilotCard","True","clear","3","AST-2DF4A4C236B1FF3C","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__bc19be6ceb60e237.jpg","pilot identity 'leebo' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-5274E11EAA41","leebo","leebo","""Leebo""","yt2400","rebelalliance","PilotBaseTokenSheet","False","clear","1","AST-20A1EE8351AF21D3","legacy1e","112","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__3948b5a8e50c3bd1.jpg","pilot identity 'leebo' in legacy context; ship identity matched; shared legacy image reference; legacy First Edition source"
"PILOT-5274E11EAA41","leebo","leebo","""Leebo""","yt2400","rebelalliance","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-0C207B0C74CF","maulermithel","maulermithel","""Mauler Mithel""","tiefighter","galacticempire","PilotCard","True","clear","1","AST-DBEA3F914A86C0DE","xwing-data","278","high","assets/source/xwing-data/images/pilots/Galactic Empire/TIE Fighter/mauler-mithel.png","pilot identity 'maulermithel' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 7, points 17, image 'pilots/Galactic Empire/TIE Fighter/mauler-mithel.png'"
"PILOT-0C207B0C74CF","maulermithel","maulermithel","""Mauler Mithel""","tiefighter","galacticempire","PilotCard","True","clear","2","AST-50CEBF70BF7BDA86","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__449ff88f909ed587.jpg","pilot identity 'maulermithel' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-0C207B0C74CF","maulermithel","maulermithel","""Mauler Mithel""","tiefighter","galacticempire","PilotBaseTokenSheet","False","clear","1","AST-3CD8B807B264B81C","legacy1e","112","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__2c21c96d3d0f6df4.png","pilot identity 'maulermithel' in legacy context; ship identity matched; shared legacy image reference; legacy First Edition source"
"PILOT-0C207B0C74CF","maulermithel","maulermithel","""Mauler Mithel""","tiefighter","galacticempire","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-85511699241B","nightbeast","nightbeast","""Night Beast""","tiefighter","galacticempire","PilotCard","True","clear","1","AST-6240AEB5C43DE41B","xwing-data","278","high","assets/source/xwing-data/images/pilots/Galactic Empire/TIE Fighter/night-beast.png","pilot identity 'nightbeast' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 5, points 15, image 'pilots/Galactic Empire/TIE Fighter/night-beast.png'"
"PILOT-85511699241B","nightbeast","nightbeast","""Night Beast""","tiefighter","galacticempire","PilotCard","True","clear","2","AST-50CEBF70BF7BDA86","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__449ff88f909ed587.jpg","pilot identity 'nightbeast' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-85511699241B","nightbeast","nightbeast","""Night Beast""","tiefighter","galacticempire","PilotBaseTokenSheet","False","clear","1","AST-A0704921D4C902D6","legacy1e","112","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__9a769a90c445cf85.png","pilot identity 'nightbeast' in legacy context; ship identity matched; shared legacy image reference; legacy First Edition source"
"PILOT-85511699241B","nightbeast","nightbeast","""Night Beast""","tiefighter","galacticempire","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-2B9E8D56012F","puresabacc","puresabacc","""Pure Sabacc""","tiestriker","galacticempire","PilotCard","True","clear","1","AST-653687808050389C","xwing-data","278","high","assets/source/xwing-data/images/pilots/Galactic Empire/TIE Striker/pure-sabacc.png","pilot identity 'puresabacc' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 6, points 22, image 'pilots/Galactic Empire/TIE Striker/pure-sabacc.png'"
"PILOT-2B9E8D56012F","puresabacc","puresabacc","""Pure Sabacc""","tiestriker","galacticempire","PilotCard","True","clear","2","AST-442B4BFEFC86B31C","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/other/asset__135ac9dea35d0d1d.png","pilot identity 'puresabacc' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-2B9E8D56012F","puresabacc","puresabacc","""Pure Sabacc""","tiestriker","galacticempire","PilotBaseTokenSheet","False","clear","1","AST-BAE1C3F0325E8660","legacy1e","112","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__2ddee426d5cd4e0a.png","pilot identity 'puresabacc' in legacy context; ship identity matched; shared legacy image reference; legacy First Edition source"
"PILOT-2B9E8D56012F","puresabacc","puresabacc","""Pure Sabacc""","tiestriker","galacticempire","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-DD498FAA74C0","quickdraw","quickdraw","""Quickdraw""","tiesffighter","firstorder","PilotCard","True","clear","1","AST-200400CA55E42170","xwing-data","278","high","assets/source/xwing-data/images/pilots/First Order/TIE-sf Fighter/quickdraw.png","pilot identity 'quickdraw' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 9, points 29, image 'pilots/First Order/TIE-sf Fighter/quickdraw.png'"
"PILOT-DD498FAA74C0","quickdraw","quickdraw","""Quickdraw""","tiesffighter","firstorder","PilotCard","True","clear","2","AST-415EF0B705016B88","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__f791a594f4397184.jpg","pilot identity 'quickdraw' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-DD498FAA74C0","quickdraw","quickdraw","""Quickdraw""","tiesffighter","firstorder","PilotBaseTokenSheet","False","clear","1","AST-2792FF17B692FFDF","legacy1e","100","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__ab8adb2fb4d787ec.png","pilot identity 'quickdraw' in legacy context; shared legacy image reference; legacy First Edition source"
"PILOT-DD498FAA74C0","quickdraw","quickdraw","""Quickdraw""","tiesffighter","firstorder","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-F578A712FB2F","redline","redline","""Redline""","tiepunisher","galacticempire","PilotCard","True","clear","1","AST-DA18C3CABC99B162","xwing-data","278","high","assets/source/xwing-data/images/pilots/Galactic Empire/TIE Punisher/redline.png","pilot identity 'redline' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 7, points 27, image 'pilots/Galactic Empire/TIE Punisher/redline.png'"
"PILOT-F578A712FB2F","redline","redline","""Redline""","tiepunisher","galacticempire","PilotCard","True","clear","2","AST-50CEBF70BF7BDA86","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__449ff88f909ed587.jpg","pilot identity 'redline' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-F578A712FB2F","redline","redline","""Redline""","tiepunisher","galacticempire","PilotBaseTokenSheet","False","clear","1","AST-0984543EA367BD1E","legacy1e","112","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__a9a2dd9dc6870c66.jpg","pilot identity 'redline' in legacy context; ship identity matched; shared legacy image reference; legacy First Edition source"
"PILOT-F578A712FB2F","redline","redline","""Redline""","tiepunisher","galacticempire","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-0E6BC4A34F91","wampa","wampa","""Wampa""","tiefighter","galacticempire","PilotCard","True","clear","1","AST-F5A79F113E37F73D","xwing-data","278","high","assets/source/xwing-data/images/pilots/Galactic Empire/TIE Fighter/wampa.png","pilot identity 'wampa' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 4, points 14, image 'pilots/Galactic Empire/TIE Fighter/wampa.png'"
"PILOT-0E6BC4A34F91","wampa","wampa","""Wampa""","tiefighter","galacticempire","PilotCard","True","clear","2","AST-50CEBF70BF7BDA86","legacy1e","123","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__449ff88f909ed587.jpg","pilot identity 'wampa' in legacy context; card context; pilot context; legacy First Edition source"
"PILOT-0E6BC4A34F91","wampa","wampa","""Wampa""","tiefighter","galacticempire","PilotBaseTokenSheet","False","clear","1","AST-7810D67B19270395","legacy1e","112","high","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__18bbda2defef0191.png","pilot identity 'wampa' in legacy context; ship identity matched; shared legacy image reference; legacy First Edition source"
"PILOT-0E6BC4A34F91","wampa","wampa","""Wampa""","tiefighter","galacticempire","PilotBaseToken","True","missing","0","","","0","","",""
"PILOT-E69C40F49478","whisper","whisper","""Whisper""","tiephantom","galacticempire","PilotCard","True","clear","1","AST-8B66C1411847F7EC","xwing-data","278","high","assets/source/xwing-data/images/pilots/Galactic Empire/TIE Phantom/whisper.png","pilot identity 'whisper' in path; ship identity matched; faction identity matched; pilot context; individual xwing-data First Edition pilot card; structured xwing-data record matched skill 7, points 32, image 'pilots/Galactic Empire/TIE Phantom/whisper.png'"
