ShipId,TargetId,ShipName,BaseSize,Role,Required,Status,Rank,Score,Confidence,Warehouse,AssetId,RepositoryPath,Reasons
"SHIP-7D46DA71157C","awing","A-wing","small","ShipModel",True,"review",1,100,"high","unified25","AST-03A1CCD02A1E4AA3","assets/source/unified25/assets/ships-v2/small/rz1awing/awing.obj","strong ship alias 'rz1awing' in exact path segment; ships-v2 location; OBJ model"
"SHIP-7D46DA71157C","awing","A-wing","small","ShipModel",True,"review",2,100,"high","unified25","AST-E5EA078DBFBF5528","assets/source/unified25/assets/ships-v2/small/rz1awing/rz1awing.obj","strong ship alias 'rz1awing' in exact path segment; ships-v2 location; OBJ model"
"SHIP-7D46DA71157C","awing","A-wing","small","ShipModel",True,"review",3,100,"high","unified25","AST-C64EE0607E311A1B","assets/source/unified25/assets/ships/Rebel/RZ1AWing/awingOLD.obj","strong ship alias 'rz1awing' in exact path segment; ships location; OBJ model"
"SHIP-7D46DA71157C","awing","A-wing","small","ShipModel",True,"review",4,100,"high","unified25","AST-70AFDF4B8BB27754","assets/source/unified25/assets/ships/Small/REB_awing/awing.obj","strong ship alias 'a-wing' in exact path segment; ships location; OBJ model"
"SHIP-7D46DA71157C","awing","A-wing","small","ShipModel",True,"review",5,100,"high","unified25","AST-516CD47DE2F80C77","assets/source/unified25/assets/ships/Small/REB_awing/Old/awing.obj","strong ship alias 'a-wing' in exact path segment; ships location; OBJ model"
"SHIP-7D46DA71157C","awing","A-wing","small","ShipModel",True,"review",6,71,"medium","unified25","AST-4A83026C1A2B7F32","assets/source/unified25/assets/ships-v2/small/rz2awing/res_awing.obj","strong ship alias 'a-wing' in path; ships-v2 location; OBJ model"
"SHIP-7D46DA71157C","awing","A-wing","small","ShipModel",True,"review",7,69,"medium","unified25","AST-5F12F5A71484DA4A","assets/source/unified25/assets/ships/Small/RIS_awing/res_awing.obj","strong ship alias 'a-wing' in path; ships location; OBJ model"
"SHIP-7D46DA71157C","awing","A-wing","small","ShipTexture",True,"review",1,100,"high","unified25","AST-828E05258D4277A4","assets/source/unified25/assets/ships-v2/small/rz1awing/Textures/arvel.jpg","strong ship alias 'rz1awing' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-7D46DA71157C","awing","A-wing","small","ShipTexture",True,"review",2,100,"high","unified25","AST-C4B52F7C60BFA709","assets/source/unified25/assets/ships-v2/small/rz1awing/Textures/ArvelCrynyd.png","strong ship alias 'rz1awing' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-7D46DA71157C","awing","A-wing","small","ShipTexture",True,"review",3,100,"high","unified25","AST-7ED87CA79DC29E7B","assets/source/unified25/assets/ships-v2/small/rz1awing/Textures/blue.jpg","strong ship alias 'rz1awing' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-7D46DA71157C","awing","A-wing","small","ShipTexture",True,"review",4,100,"high","unified25","AST-B3A67C75522F7174","assets/source/unified25/assets/ships-v2/small/rz1awing/Textures/green.jpg","strong ship alias 'rz1awing' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-7D46DA71157C","awing","A-wing","small","ShipTexture",True,"review",5,100,"high","unified25","AST-EFB4910D3B8DC84C","assets/source/unified25/assets/ships-v2/small/rz1awing/Textures/green2.jpg","strong ship alias 'rz1awing' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-7D46DA71157C","awing","A-wing","small","ShipTexture",True,"review",6,100,"high","unified25","AST-4842727B2A7CA1AF","assets/source/unified25/assets/ships-v2/small/rz1awing/Textures/GreenSquadronPilot.png","strong ship alias 'rz1awing' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-7D46DA71157C","awing","A-wing","small","ShipTexture",True,"review",7,100,"high","unified25","AST-A446362FE50FEE81","assets/source/unified25/assets/ships-v2/small/rz1awing/Textures/hera.jpg","strong ship alias 'rz1awing' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-7D46DA71157C","awing","A-wing","small","ShipTexture",True,"review",8,100,"high","unified25","AST-BD7D4C6837C9686B","assets/source/unified25/assets/ships-v2/small/rz1awing/Textures/HeraSyndulla.png","strong ship alias 'rz1awing' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-7D46DA71157C","awing","A-wing","small","DialTexture",True,"review",1,76,"medium","legacy1e","AST-EF74F3E59CF89B23","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__d2ec94e5b9fbd265.jpg","legacy object context 'A-Wing Dials' via DiffuseURL dial context; First Edition contextual asset preference"
"SHIP-7D46DA71157C","awing","A-wing","small","DialModel",False,"missing",,,,,,,
"SHIP-7D46DA71157C","awing","A-wing","small","ShipScript",False,"missing",,,,,,,
"SHIP-A7919F5F25FD","aggressor","Aggressor","large","ShipModel",True,"clear",1,100,"high","unified25","AST-312C95D86055232C","assets/source/unified25/assets/ships-v2/medium/aggressorassaultfighter/aggressor.obj","strong ship alias 'aggressorassaultfighter' in exact path segment; ships-v2 location; OBJ model"
"SHIP-A7919F5F25FD","aggressor","Aggressor","large","ShipModel",True,"clear",2,85,"high","unified25","AST-D721EC1C4A47B044","assets/source/unified25/assets/ships-v2/small/tieagaggressor/Tie Aggressor.obj","strong ship alias 'aggressor' in path; ships-v2 location; OBJ model"
"SHIP-A7919F5F25FD","aggressor","Aggressor","large","ShipModel",True,"clear",3,85,"high","unified25","AST-D721EC1C4A47B044","assets/source/unified25/assets/ships-v2/small/tieagaggressor/tieagaggressor.obj","strong ship alias 'aggressor' in path; ships-v2 location; OBJ model"
"SHIP-A7919F5F25FD","aggressor","Aggressor","large","ShipModel",True,"clear",4,83,"medium","unified25","AST-BFA3049FF4531AA7","assets/source/unified25/assets/ships/Small/EMP_tieaggressor/tieaggressor.obj","strong ship alias 'aggressor' in path; ships location; OBJ model"
"SHIP-A7919F5F25FD","aggressor","Aggressor","large","ShipTexture",True,"clear",1,100,"high","unified25","AST-A806758CCBE6D251","assets/source/unified25/assets/ships-v2/medium/aggressorassaultfighter/Textures/standard.jpg","strong ship alias 'aggressorassaultfighter' in exact path segment; ships-v2 location; generic ship texture"
"SHIP-A7919F5F25FD","aggressor","Aggressor","large","ShipTexture",True,"clear",2,78,"medium","unified25","AST-72CFB07F5FB859AB","assets/source/unified25/assets/ships-v2/small/tieagaggressor/textures/Tie-Aggressor-blue.jpg","strong ship alias 'aggressor' in path; ships-v2 location; ship texture folder"
"SHIP-A7919F5F25FD","aggressor","Aggressor","large","ShipTexture",True,"clear",3,78,"medium","unified25","AST-F5CFE5650F917DC4","assets/source/unified25/assets/ships-v2/small/tieagaggressor/textures/Tie-Aggressor-grey.jpg","strong ship alias 'aggressor' in path; ships-v2 location; ship texture folder"
"SHIP-A7919F5F25FD","aggressor","Aggressor","large","ShipTexture",True,"clear",4,78,"medium","unified25","AST-72CFB07F5FB859AB","assets/source/unified25/assets/ships-v2/small/tieagaggressor/textures/tieagaggressorblue.jpg","strong ship alias 'aggressor' in path; ships-v2 location; ship texture folder"
"SHIP-A7919F5F25FD","aggressor","Aggressor","large","ShipTexture",True,"clear",5,78,"medium","unified25","AST-F5CFE5650F917DC4","assets/source/unified25/assets/ships-v2/small/tieagaggressor/textures/tieagaggressorgrey.jpg","strong ship alias 'aggressor' in path; ships-v2 location; ship texture folder"
"SHIP-A7919F5F25FD","aggressor","Aggressor","large","ShipTexture",True,"clear",6,66,"medium","legacy1e","AST-FA1B86882D08B2F2","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__02e20fbebf2cc778.jpg","legacy object context 'IG88-A' via DiffuseURL"
"SHIP-A7919F5F25FD","aggressor","Aggressor","large","ShipTexture",True,"clear",7,66,"medium","legacy1e","AST-2E852055CCCF281B","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__0e078b693215dcd2.jpg","legacy object context 'IG88-B' via DiffuseURL"
"SHIP-A7919F5F25FD","aggressor","Aggressor","large","ShipTexture",True,"clear",8,66,"medium","legacy1e","AST-4D7DD00B8F3E9704","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__44cc2e9f77a0f54f.jpg","legacy object context 'IG88-D' via DiffuseURL"
"SHIP-A7919F5F25FD","aggressor","Aggressor","large","DialTexture",True,"review",1,82,"medium","legacy1e","AST-AC657EB7CC12A19F","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__5bfdd3bd31885a3e.jpg","legacy object context 'Aggressor Dials' via DiffuseURL dial context; First Edition contextual asset preference"
"SHIP-A7919F5F25FD","aggressor","Aggressor","large","DialTexture",True,"review",2,82,"medium","legacy1e","AST-30E0E4BFA5EC1C9B","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__8e864d86578d93b9.jpg","legacy object context 'TIE Aggressor Dials' via DiffuseURL dial context; First Edition contextual asset preference"
"SHIP-A7919F5F25FD","aggressor","Aggressor","large","DialModel",False,"missing",,,,,,,
"SHIP-A7919F5F25FD","aggressor","Aggressor","large","ShipScript",False,"missing",,,,,,,
"SHIP-6BE5905FA887","alphaclassstarwing","Alpha-class Star Wing","small","ShipModel",True,"review",1,100,"high","unified25","AST-BCD4A6DFBD9A6437","assets/source/unified25/assets/ships-v2/small/alphaclassstarwing/Alpha Class.obj","strong ship alias 'alpha-class star wing' in exact path segment; ships-v2 location; OBJ model"
"SHIP-6BE5905FA887","alphaclassstarwing","Alpha-class Star Wing","small","ShipModel",True,"review",2,100,"high","unified25","AST-AD2A9D995698693D","assets/source/unified25/assets/ships-v2/small/alphaclassstarwing/Alpha Class2.obj","strong ship alias 'alpha-class star wing' in exact path segment; ships-v2 location; OBJ model"
"SHIP-6BE5905FA887","alphaclassstarwing","Alpha-class Star Wing","small","ShipModel",True,"review",3,39,"low","unified25","AST-0367B4BC09C22D10","assets/source/unified25/assets/HotAC/campaigns/flight-group-alpha-campaign-model.obj","weak ship alias 'alpha' in path; OBJ model"
"SHIP-6BE5905FA887","alphaclassstarwing","Alpha-class Star Wing","small","ShipTexture",True,"clear",1,100,"high","unified25","AST-07FCEDB807FDC8A6","assets/source/unified25/assets/ships-v2/small/alphaclassstarwing/textures/standard.png","strong ship alias 'alpha-class star wing' in exact path segment; ships-v2 location; generic ship texture"
"SHIP-6BE5905FA887","alphaclassstarwing","Alpha-class Star Wing","small","ShipTexture",True,"clear",2,42,"low","legacy1e","AST-819F67CEFA4C04CB","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__26d4850cfab22457.jpg","legacy object context 'Alpha Squadron Pilot' via DiffuseURL"
"SHIP-6BE5905FA887","alphaclassstarwing","Alpha-class Star Wing","small","ShipTexture",True,"clear",3,38,"low","unified25","AST-587E11632BC03CFE","assets/source/unified25/assets/ships-v2/huge/croccruiser/Textures/standard.jpg","ships-v2 location; generic ship texture"
"SHIP-6BE5905FA887","alphaclassstarwing","Alpha-class Star Wing","small","ShipTexture",True,"clear",4,38,"low","unified25","AST-186FA3DAA94B0FCD","assets/source/unified25/assets/ships-v2/huge/gozanticlasscruiser/Textures/standard.jpg","ships-v2 location; generic ship texture"
"SHIP-6BE5905FA887","alphaclassstarwing","Alpha-class Star Wing","small","ShipTexture",True,"clear",5,38,"low","unified25","AST-BE5242272F848E50","assets/source/unified25/assets/ships-v2/huge/gr75mediumtransport/Textures/standard.jpg","ships-v2 location; generic ship texture"
"SHIP-6BE5905FA887","alphaclassstarwing","Alpha-class Star Wing","small","ShipTexture",True,"clear",6,38,"low","unified25","AST-2B263C9643CE833E","assets/source/unified25/assets/ships-v2/huge/raiderclasscorvette/Textures/standard.jpg","ships-v2 location; generic ship texture"
"SHIP-6BE5905FA887","alphaclassstarwing","Alpha-class Star Wing","small","ShipTexture",True,"clear",7,38,"low","unified25","AST-1958953DD380B4F7","assets/source/unified25/assets/ships-v2/huge/tridentclassassaultship/Textures/standard.jpg","ships-v2 location; generic ship texture"
"SHIP-6BE5905FA887","alphaclassstarwing","Alpha-class Star Wing","small","ShipTexture",True,"clear",8,38,"low","unified25","AST-D97B76CBF0E363BF","assets/source/unified25/assets/ships-v2/large/customizedyt1300lightfreighter/Textures/1/standard.jpg","ships-v2 location; generic ship texture"
"SHIP-6BE5905FA887","alphaclassstarwing","Alpha-class Star Wing","small","DialTexture",True,"review",1,82,"medium","legacy1e","AST-30E0E4BFA5EC1C9B","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__8e864d86578d93b9.jpg","legacy object context 'Alpha-Class Star Wing Dials' via DiffuseURL dial context; First Edition contextual asset preference"
"SHIP-6BE5905FA887","alphaclassstarwing","Alpha-class Star Wing","small","DialModel",False,"missing",,,,,,,
"SHIP-6BE5905FA887","alphaclassstarwing","Alpha-class Star Wing","small","ShipScript",False,"missing",,,,,,,
"SHIP-6CE316AFEE90","arc170","ARC-170","small","ShipModel",True,"review",1,100,"high","unified25","AST-FD504231CBB3C56A","assets/source/unified25/assets/ships-v2/medium/arc170starfighter/arc.obj","strong ship alias 'arc170starfighter' in exact path segment; ships-v2 location; OBJ model"
"SHIP-6CE316AFEE90","arc170","ARC-170","small","ShipModel",True,"review",2,100,"high","unified25","AST-22723AB2C5C4389B","assets/source/unified25/assets/ships-v2/medium/arc170starfighter/arc170.obj","strong ship alias 'arc170starfighter' in exact path segment; ships-v2 location; OBJ model"
"SHIP-6CE316AFEE90","arc170","ARC-170","small","ShipModel",True,"review",3,100,"high","unified25","AST-FDBEC5AEAD95AE2E","assets/source/unified25/assets/ships/Medium/arc170.obj","strong ship alias 'arc-170' in exact path segment; ships location; OBJ model"
"SHIP-6CE316AFEE90","arc170","ARC-170","small","ShipModel",True,"review",4,83,"medium","unified25","AST-67AA1900080D77BD","assets/source/unified25/assets/ships/Medium/GRP_ARC-170/GRP_ARC170.obj","strong ship alias 'arc-170' in path; ships location; OBJ model"
"SHIP-6CE316AFEE90","arc170","ARC-170","small","ShipTexture",True,"review",1,100,"high","unified25","AST-46E5080D15A965A3","assets/source/unified25/assets/ships-v2/medium/arc170starfighter/Textures/black.jpg","strong ship alias 'arc170starfighter' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-6CE316AFEE90","arc170","ARC-170","small","ShipTexture",True,"review",2,100,"high","unified25","AST-478474BB3B5771A4","assets/source/unified25/assets/ships-v2/medium/arc170starfighter/Textures/rebel.jpg","strong ship alias 'arc170starfighter' in exact path segment; ships-v2 location; generic ship texture"
"SHIP-6CE316AFEE90","arc170","ARC-170","small","ShipTexture",True,"review",3,100,"high","unified25","AST-5F25DE37EE42049F","assets/source/unified25/assets/ships-v2/medium/arc170starfighter/Textures/rebel.png","strong ship alias 'arc170starfighter' in exact path segment; ships-v2 location; generic ship texture"
"SHIP-6CE316AFEE90","arc170","ARC-170","small","ShipTexture",True,"review",4,100,"high","unified25","AST-7DF226716D4FF6B8","assets/source/unified25/assets/ships-v2/medium/arc170starfighter/Textures/republic-blue.jpg","strong ship alias 'arc170starfighter' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-6CE316AFEE90","arc170","ARC-170","small","ShipTexture",True,"review",5,100,"high","unified25","AST-4667B361A7A1E45F","assets/source/unified25/assets/ships-v2/medium/arc170starfighter/Textures/republic.png","strong ship alias 'arc170starfighter' in exact path segment; ships-v2 location; generic ship texture"
"SHIP-6CE316AFEE90","arc170","ARC-170","small","ShipTexture",True,"review",6,100,"high","unified25","AST-B92A72BBC0085965","assets/source/unified25/assets/ships-v2/medium/arc170starfighter/Textures/republicblue.jpg","strong ship alias 'arc170starfighter' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-6CE316AFEE90","arc170","ARC-170","small","ShipTexture",True,"review",7,100,"high","unified25","AST-2D5C5D38D9FB9951","assets/source/unified25/assets/ships-v2/medium/arc170starfighter/Textures/republicred.jpg","strong ship alias 'arc170starfighter' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-6CE316AFEE90","arc170","ARC-170","small","ShipTexture",True,"review",8,58,"low","legacy1e","AST-CB97F9BE120E8B1B","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__116b5f5103b89cc7.jpg","legacy object context 'Norra Wexley' via DiffuseURL"
"SHIP-6CE316AFEE90","arc170","ARC-170","small","DialTexture",True,"review",1,76,"medium","legacy1e","AST-EF74F3E59CF89B23","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__d2ec94e5b9fbd265.jpg","legacy object context 'ARC-170 Dials' via DiffuseURL dial context; First Edition contextual asset preference"
"SHIP-6CE316AFEE90","arc170","ARC-170","small","DialModel",False,"missing",,,,,,,
"SHIP-6CE316AFEE90","arc170","ARC-170","small","ShipScript",False,"missing",,,,,,,
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","ShipModel",True,"review",1,100,"high","unified25","AST-1AD34DAD1DD6803F","assets/source/unified25/assets/ships-v2/small/attackshuttle/attackshuttle.obj","strong ship alias 'attack shuttle' in exact path segment; ships-v2 location; OBJ model"
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","ShipModel",True,"review",2,100,"high","unified25","AST-026E41D0C11F6FD5","assets/source/unified25/assets/ships/Small/REB_attackshuttle/attackshuttle.obj","strong ship alias 'attack shuttle' in exact path segment; ships location; OBJ model"
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","ShipModel",True,"review",3,47,"low","unified25","AST-1EFD2F981810CBA8","assets/source/unified25/assets/ships-v2/large/lambdaclasst4ashuttle/lambda.obj","weak ship alias 'shuttle' in path; ships-v2 location; OBJ model"
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","ShipModel",True,"review",4,47,"low","unified25","AST-DEDF8529DDD72271","assets/source/unified25/assets/ships-v2/large/lambdaclasst4ashuttle/lambdaclass.obj","weak ship alias 'shuttle' in path; ships-v2 location; OBJ model"
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","ShipModel",True,"review",5,47,"low","unified25","AST-66F3B9086B6E3AA4","assets/source/unified25/assets/ships-v2/large/upsilonclasscommandshuttle/Upsilon_Shuttle.obj","weak ship alias 'shuttle' in path; ships-v2 location; OBJ model"
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","ShipModel",True,"review",6,47,"low","unified25","AST-BA5F7E32E6C70CCF","assets/source/unified25/assets/ships-v2/medium/xiclasslightshuttle/XiClassLightShuttle.obj","weak ship alias 'shuttle' in path; ships-v2 location; OBJ model"
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","ShipModel",True,"review",7,47,"low","unified25","AST-201937CD12639DC3","assets/source/unified25/assets/ships-v2/small/sheathipedeclassshuttle/sheathipede.obj","weak ship alias 'shuttle' in path; ships-v2 location; OBJ model"
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","ShipModel",True,"review",8,47,"low","unified25","AST-0B8FAA8B6815F1FE","assets/source/unified25/assets/ships-v2/small/sheathipedeclassshuttle/Sheathipede2.obj","weak ship alias 'shuttle' in path; ships-v2 location; OBJ model"
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","ShipTexture",True,"clear",1,100,"high","unified25","AST-5AF898CB3AADB678","assets/source/unified25/assets/ships-v2/small/attackshuttle/Textures/standard.jpg","strong ship alias 'attack shuttle' in exact path segment; ships-v2 location; generic ship texture"
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","ShipTexture",True,"clear",2,66,"medium","legacy1e","AST-76196BFC64DA12C8","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__27a89001f714f298.jpg","legacy object context '""Zeb"" Orrelios' via DiffuseURL"
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","ShipTexture",True,"clear",3,66,"medium","legacy1e","AST-1B67CA60C0F16693","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__5ecaf2bd7f8d7b76.jpg","legacy object context 'Sabine Wren v1' via DiffuseURL"
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","ShipTexture",True,"clear",4,66,"medium","legacy1e","AST-6614CFBB4A233005","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__ca35a99351fca329.jpg","legacy object context 'Hera Syndulla v2' via DiffuseURL"
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","ShipTexture",True,"clear",5,66,"medium","legacy1e","AST-7971DF3D327F8B2F","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__cbf384b34d6aa8f8.jpg","legacy object context 'Ezra Bridger' via DiffuseURL"
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","ShipTexture",True,"clear",6,52,"low","unified25","AST-291304AD0E856EEA","assets/source/unified25/assets/ships-v2/large/lambdaclasst4ashuttle/textures/default.png","weak ship alias 'shuttle' in path; ships-v2 location; generic ship texture"
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","ShipTexture",True,"clear",7,52,"low","unified25","AST-291304AD0E856EEA","assets/source/unified25/assets/ships-v2/large/lambdaclasst4ashuttle/textures/standard.png","weak ship alias 'shuttle' in path; ships-v2 location; generic ship texture"
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","ShipTexture",True,"clear",8,52,"low","unified25","AST-1B331A20D6C0FFC2","assets/source/unified25/assets/ships-v2/large/upsilonclasscommandshuttle/Textures/standard.jpg","weak ship alias 'shuttle' in path; ships-v2 location; generic ship texture"
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","DialTexture",True,"review",1,82,"medium","legacy1e","AST-EF74F3E59CF89B23","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__d2ec94e5b9fbd265.jpg","legacy object context 'Attack Shuttle Dials' via DiffuseURL dial context; First Edition contextual asset preference"
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","DialTexture",True,"review",2,60,"medium","legacy1e","AST-30E0E4BFA5EC1C9B","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__8e864d86578d93b9.jpg","legacy object context 'Upsilon Class Shuttle Dials' via DiffuseURL dial context; First Edition contextual asset preference"
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","DialModel",False,"missing",,,,,,,
"SHIP-E8900428DFE3","attackshuttle","Attack Shuttle","small","ShipScript",False,"missing",,,,,,,
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","ShipModel",True,"clear",1,100,"high","unified25","AST-4CEB0F02011DC9F0","assets/source/unified25/assets/ships-v2/small/auzituckgunship/auzituck.obj","strong ship alias 'auzituck gunship' in exact path segment; ships-v2 location; OBJ model"
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","ShipModel",True,"clear",2,47,"low","unified25","AST-1D2A072EEA989A77","assets/source/unified25/assets/ships-v2/medium/laatigunship/GRP_LAAT.obj","weak ship alias 'gunship' in path; ships-v2 location; OBJ model"
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","ShipModel",True,"clear",3,47,"low","unified25","AST-88A5138910B106F0","assets/source/unified25/assets/ships-v2/medium/laatigunship/LAAT.obj","weak ship alias 'gunship' in path; ships-v2 location; OBJ model"
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","ShipModel",True,"clear",4,47,"low","unified25","AST-EF4AC9F699EC5F81","assets/source/unified25/assets/ships-v2/medium/laatigunship/LAATv2.obj","weak ship alias 'gunship' in path; ships-v2 location; OBJ model"
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","ShipModel",True,"clear",5,47,"low","unified25","AST-5C87D01FDDC74E4E","assets/source/unified25/assets/ships-v2/small/hmpdroidgunship/HMP_GunshipSlipping.obj","weak ship alias 'gunship' in path; ships-v2 location; OBJ model"
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","ShipModel",True,"clear",6,47,"low","unified25","AST-74D90375A60DDA02","assets/source/unified25/assets/ships-v2/small/hmpdroidgunship/HMP_GunshipStable.obj","weak ship alias 'gunship' in path; ships-v2 location; OBJ model"
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","ShipModel",True,"clear",7,45,"low","unified25","AST-42E8CA6ADFCA3E16","assets/source/unified25/assets/ships/Small/CIS_HMP_Gunship/HMP_Gunship.obj","weak ship alias 'gunship' in path; ships location; OBJ model"
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","ShipModel",True,"clear",8,45,"low","unified25","AST-72AD48E1FC1A95C0","assets/source/unified25/assets/ships/Small/CIS_HMP_Gunship/HMP_GunshipBase.obj","weak ship alias 'gunship' in path; ships location; OBJ model"
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","ShipTexture",True,"review",1,100,"high","unified25","AST-A46ACA8256843797","assets/source/unified25/assets/ships-v2/small/auzituckgunship/Textures/cream.jpg","strong ship alias 'auzituck gunship' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","ShipTexture",True,"review",2,100,"high","unified25","AST-E468726CC47B508C","assets/source/unified25/assets/ships-v2/small/auzituckgunship/Textures/cream.png","strong ship alias 'auzituck gunship' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","ShipTexture",True,"review",3,100,"high","unified25","AST-BF141FE8639C9D25","assets/source/unified25/assets/ships-v2/small/auzituckgunship/Textures/orange.jpg","strong ship alias 'auzituck gunship' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","ShipTexture",True,"review",4,100,"high","unified25","AST-B2C0239CAD8C10D6","assets/source/unified25/assets/ships-v2/small/auzituckgunship/Textures/orange.png","strong ship alias 'auzituck gunship' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","ShipTexture",True,"review",5,100,"high","unified25","AST-996B8C38DC767FFF","assets/source/unified25/assets/ships-v2/small/auzituckgunship/Textures/tarfful.png","strong ship alias 'auzituck gunship' in exact path segment; ships-v2 location; ship texture folder"
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","ShipTexture",True,"review",6,52,"low","unified25","AST-C0B4F80184326A41","assets/source/unified25/assets/ships-v2/medium/laatigunship/Textures/1/standard.jpg","weak ship alias 'gunship' in path; ships-v2 location; generic ship texture"
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","ShipTexture",True,"review",7,52,"low","unified25","AST-3C34D97864777C51","assets/source/unified25/assets/ships-v2/medium/laatigunship/Textures/standard.png","weak ship alias 'gunship' in path; ships-v2 location; generic ship texture"
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","ShipTexture",True,"review",8,52,"low","unified25","AST-8B865DD65C1FBE61","assets/source/unified25/assets/ships-v2/small/hmpdroidgunship/Textures/standard.png","weak ship alias 'gunship' in path; ships-v2 location; generic ship texture"
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","DialTexture",True,"review",1,82,"medium","legacy1e","AST-EF74F3E59CF89B23","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__d2ec94e5b9fbd265.jpg","legacy object context 'Auzituck Gunship Dials' via DiffuseURL dial context; First Edition contextual asset preference"
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","DialModel",False,"missing",,,,,,,
"SHIP-55EF9C7515C5","auzituckgunship","Auzituck Gunship","small","ShipScript",False,"missing",,,,,,,
"SHIP-5B8E1347C2F5","bwing","B-wing","small","ShipModel",True,"review",1,100,"high","unified25","AST-FA3BAF69B0E87A6F","assets/source/unified25/assets/ships-v2/bases/pegs/bwing.obj","strong ship alias 'b-wing' in exact path segment; ships-v2 location; OBJ model"
