sheetId,repositoryPath,targetId,displayName,reason
"pilot-sheet-090","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__9832f52a2ba74315.png","niennunb","Nien Nunb","The source texture contains the Ello Asty pilot token only. No Nien Nunb token is present."
