Path,FileName,Faction,Ship,BaseSize,Width,Height,VisibleLeft,VisibleTop,VisibleWidth,VisibleHeight,PaddingLeft,PaddingRight,PaddingTop,PaddingBottom,HorizontalCentreOffset,VerticalCentreOffset,HasAlpha,TransparentPixels,TranslucentPixels,OpaquePixels,Sha256,Warnings
assets/generated/PilotBaseToken/firstorder/tiefofighter/epsilonace__pilot-fd288ae4c7d0.png,epsilonace__pilot-fd288ae4c7d0.png,firstorder,tiefofighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,328d4b0ecf80f3aadfb2366d465c0888c40df2de9011c9154515d9110a56fa56,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/tiefofighter/epsilonleader__pilot-d905ccfeb611.png,epsilonleader__pilot-d905ccfeb611.png,firstorder,tiefofighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,0d032dea0ce7424a362d40a5fd27ee7bb0cae4fa254fca372074416b184a4762,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/tiefofighter/epsilonsquadronpilot__pilot-79a2c367a956.png,epsilonsquadronpilot__pilot-79a2c367a956.png,firstorder,tiefofighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,e61b670ab60de434e7b9db2b02159bf8e6b0a5e1e3006a9bd61ec50763c64c99,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/tiefofighter/omegaace__pilot-6981ba3839af.png,omegaace__pilot-6981ba3839af.png,firstorder,tiefofighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,2ba3e597efced448999e1e3e47ca6a25569dfe072b2a94d5659e9667aeefbdf3,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/tiefofighter/omegaleader__pilot-eece3bbbb784.png,omegaleader__pilot-eece3bbbb784.png,firstorder,tiefofighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,dde620ec1a79fcfededed89f743c7d69717da1ec2c3dcc364d360732628b732d,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/tiefofighter/omegasquadronpilot__pilot-e22e0f82c2a8.png,omegasquadronpilot__pilot-e22e0f82c2a8.png,firstorder,tiefofighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,b7f2db1edb22aa9231a379abac3191e99e07cafc28b0f519d0d0302671035653,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/tiefofighter/zetaace__pilot-641484ae5c95.png,zetaace__pilot-641484ae5c95.png,firstorder,tiefofighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,6ae1e62c54bfcf2735a69a36fa49c69a2c5503fd674d79514c32351c84c8bf0f,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/tiefofighter/zetaleader__pilot-d5006b65d981.png,zetaleader__pilot-d5006b65d981.png,firstorder,tiefofighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,ba4d4acae8ed05761e4cc2643c3a69126e9371e160f37090243925a38b592e1d,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/tiefofighter/zetasquadronpilot__pilot-01cf39abd27a.png,zetasquadronpilot__pilot-01cf39abd27a.png,firstorder,tiefofighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,124c1115891dae7a614f527c5444ade11e1ef825cb57da47f08d899ed6cdbe62,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/tiesffighter/backdraft__pilot-f5731d9e2983.png,backdraft__pilot-f5731d9e2983.png,firstorder,tiesffighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,501cb24be3a6b0eea48cbcf95f8e1a07197e9f623a2289493bf1d280b51197f3,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/tiesffighter/omegaspecialist__pilot-2724127d2e7c.png,omegaspecialist__pilot-2724127d2e7c.png,firstorder,tiesffighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,a50d1d27cd971ddeed097ad879b0bb291df1b38e34c682d70ac5cdd67e3651cf,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/tiesffighter/quickdraw__pilot-dd498faa74c0.png,quickdraw__pilot-dd498faa74c0.png,firstorder,tiesffighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,86af4945ab3c74d6342f70057476d1c68abd84f17c02f1fbcbf40882b729d85b,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/tiesffighter/zetaspecialist__pilot-a5c5858434ee.png,zetaspecialist__pilot-a5c5858434ee.png,firstorder,tiesffighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,3ae19f1a1a4255946b85be1935f660065ec93212cd3728f499b8d4e8aa54b844,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/tiesilencer/firstordertestpilot__pilot-13ec6ba835cc.png,firstordertestpilot__pilot-13ec6ba835cc.png,firstorder,tiesilencer,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,c2ef614ebf13b03c3dd2aa7dad275d1daf0ac9733d3d37a81a37696dcd0cbaaf,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/tiesilencer/kyloren__pilot-9af4734ca538.png,kyloren__pilot-9af4734ca538.png,firstorder,tiesilencer,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,57cd6a92ed0f4eefd3f1feafb510a637680ba4b3579af0d8084d1512a2cd8ef8,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/tiesilencer/sienarjaemusanalyst__pilot-730027847efe.png,sienarjaemusanalyst__pilot-730027847efe.png,firstorder,tiesilencer,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,c067613bffbc21267f427cbbdd8c09f922416db72d3bee6239862456bccf6956,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/tiesilencer/testpilotblackout__pilot-43533a4d2203.png,testpilotblackout__pilot-43533a4d2203.png,firstorder,tiesilencer,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,1fbbe8ef39f257c71451ee3915f499fe62de7dfcd083a069937adb0f1c84dc80,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/upsilonclassshuttle/kyloren__pilot-d10c643b9d5f.png,kyloren__pilot-d10c643b9d5f.png,firstorder,upsilonclassshuttle,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,e56255881a7082f1373c6c73d2327772e8298c36144a2f1f695dc8a6440be663,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/upsilonclassshuttle/lieutenantdormitz__pilot-ce8814af4a55.png,lieutenantdormitz__pilot-ce8814af4a55.png,firstorder,upsilonclassshuttle,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,1d42de676cab3b07e3b4e079d4d60029f25b8cd232a0ae4a19ff656f25b4a749,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/firstorder/upsilonclassshuttle/starkillerbasepilot__pilot-2303ff614caf.png,starkillerbasepilot__pilot-2303ff614caf.png,firstorder,upsilonclassshuttle,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,147b144555567a3d7010520ff2f263459a69a8f436301f275af923587ba108fa,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/alphaclassstarwing/lieutenantkarsabi__pilot-a0f3db878b53.png,lieutenantkarsabi__pilot-a0f3db878b53.png,galacticempire,alphaclassstarwing,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,f634f169e504e2468ed7f2dcf1f7c0fca6bd7727997eada0f4333d8ba977f881,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/alphaclassstarwing/majorvynder__pilot-e36b6ada5cd4.png,majorvynder__pilot-e36b6ada5cd4.png,galacticempire,alphaclassstarwing,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,291ff5833fc5bd4e66d9fe808a4682a7597f49c7db88d54ffef3e1d19cd42ec2,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/alphaclassstarwing/nusquadronpilot__pilot-3c9e6338ebc2.png,nusquadronpilot__pilot-3c9e6338ebc2.png,galacticempire,alphaclassstarwing,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,5fc6a0a42232da440c5fc8a0b35f463071ab581d5c6f4a6ed2ffdd0501a138e4,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/alphaclassstarwing/rhosquadronveteran__pilot-dfb086f68e10.png,rhosquadronveteran__pilot-dfb086f68e10.png,galacticempire,alphaclassstarwing,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,bae5b788b019d9902e00838b867bafc62dba559c474ea100664820c5cd10fe20,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/firespray31/bobafett__pilot-ad1363e77593.png,bobafett__pilot-ad1363e77593.png,galacticempire,firespray31,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,45d2f597ef9ad8ba305af062102c009fb10bc13918efb00e06dce4d21c1ab661,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/firespray31/bountyhunter__pilot-d7f4d8ffef99.png,bountyhunter__pilot-d7f4d8ffef99.png,galacticempire,firespray31,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,16ae8adc91aab71121386d91b3c75e1e3306fe65cae81e71205b6281cc3ac445,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/firespray31/kathscarlet__pilot-00da478ba942.png,kathscarlet__pilot-00da478ba942.png,galacticempire,firespray31,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,1f7dfff8171fd7e649c1da434af2b69ac3b7018203002120fe5695215672089e,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/firespray31/krassistrelix__pilot-75fab3afe0af.png,krassistrelix__pilot-75fab3afe0af.png,galacticempire,firespray31,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,6487537a9864ab4c44a2ecbaeb88850dd5d87f7318dd87e706f592781c59aacd,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/lambdaclassshuttle/captainkagi__pilot-80a485dc5242.png,captainkagi__pilot-80a485dc5242.png,galacticempire,lambdaclassshuttle,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,52eeac38438115b7d95b536da466a3d2b42739e95dbd6795ef2e756138d73c07,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/lambdaclassshuttle/captainyorr__pilot-43e9bd60c76a.png,captainyorr__pilot-43e9bd60c76a.png,galacticempire,lambdaclassshuttle,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,67c175d31223df74776ee2dfce2f2bef41ac5d6975acb4a99bda8dada0765fb4,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/lambdaclassshuttle/coloneljendon__pilot-a4df0b594be3.png,coloneljendon__pilot-a4df0b594be3.png,galacticempire,lambdaclassshuttle,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,f7cb98e5ebc27da48f0363f4c90085473978c80beab948bf94b0d9728ac8a69a,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/lambdaclassshuttle/omicrongrouppilot__pilot-4405e8f8586f.png,omicrongrouppilot__pilot-4405e8f8586f.png,galacticempire,lambdaclassshuttle,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,e3b7d1ad0dc11d4f881b0db7fdfc19956c6d134715be430e2cae5e5e93392f7a,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tieadvanced/commanderalozen__pilot-334fb2377134.png,commanderalozen__pilot-334fb2377134.png,galacticempire,tieadvanced,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,3dcbef708f7d89ddef1f425dce8c9d27a3815453d1638e60297fc8454230a757,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tieadvanced/darthvader__pilot-31738df69b79.png,darthvader__pilot-31738df69b79.png,galacticempire,tieadvanced,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,7d724641d1d13a7a73a80271757223a1f970ba9dbe903dfe9fe6ebeeb3ee6cff,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tieadvanced/junoeclipse__pilot-3c24070f17df.png,junoeclipse__pilot-3c24070f17df.png,galacticempire,tieadvanced,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,80404cd4653104c000e60e080b9e478f6924a2f2ecec703db4fbafac2680e9bb,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tieadvanced/lieutenantcolzet__pilot-0caeec7560f8.png,lieutenantcolzet__pilot-0caeec7560f8.png,galacticempire,tieadvanced,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,7ce681e3631467015feef29a541f2b29dbd324b1754fc0fae047e402372dd167,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tieadvanced/maarekstele__pilot-d3947c6f77df.png,maarekstele__pilot-d3947c6f77df.png,galacticempire,tieadvanced,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,71c79fec4bec62e27f73d46ba379d230b609cdf41af3d463e5c6c1ddc3371ee2,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tieadvanced/stormsquadronpilot__pilot-135a0eb16ce4.png,stormsquadronpilot__pilot-135a0eb16ce4.png,galacticempire,tieadvanced,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,8dc0a3c388510536583c6c7834e343e4d7ae5bf3cb6dd4299e55e65bfc1da7e4,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tieadvanced/tempestsquadronpilot__pilot-666d323b9384.png,tempestsquadronpilot__pilot-666d323b9384.png,galacticempire,tieadvanced,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,e38f0a9e00360111b42cb16b4674ab319c426f3cf7eebf304893d77c4323bdb5,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tieadvanced/zertikstrom__pilot-9a7add2621bf.png,zertikstrom__pilot-9a7add2621bf.png,galacticempire,tieadvanced,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,06cdb4b4825a13532150533fd4c9c78a205f1777124a4f36ebb02ea06bf734b5,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tieadvprototype/baronoftheempire__pilot-65747e26907e.png,baronoftheempire__pilot-65747e26907e.png,galacticempire,tieadvprototype,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,6be4a2178f8e276d6622f68660ca26a349ceee1fadf10268bf328ae23ddb8db9,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tieadvprototype/sienartestpilot__pilot-70260e3c6ef9.png,sienartestpilot__pilot-70260e3c6ef9.png,galacticempire,tieadvprototype,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,6136f4f98da345c4a0e517605c42fc8487a549430455f7645ea70dec844331ac,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tieadvprototype/theinquisitor__pilot-54b4081dbab0.png,theinquisitor__pilot-54b4081dbab0.png,galacticempire,tieadvprototype,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,b3ee77d13dded88137dfda1e4f0460217e89b7c12c12f63cf2976c39ce412aa3,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tieadvprototype/valenrudor__pilot-074deab3b7c3.png,valenrudor__pilot-074deab3b7c3.png,galacticempire,tieadvprototype,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,3ba5d1da1c632b32c4f604be0a5a137aef4158048d3f7885b420ddc585c4c04c,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tieaggressor/doubleedge__pilot-29c434698216.png,doubleedge__pilot-29c434698216.png,galacticempire,tieaggressor,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,10e4eb65141106e18252b78d06f763d8843f7c45d57a01fb3d1209ce647bf1c7,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tieaggressor/lieutenantkestal__pilot-0ccb6dea3e06.png,lieutenantkestal__pilot-0ccb6dea3e06.png,galacticempire,tieaggressor,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,a5f155cd0d1655de3e2495e90977ed2e50e52b0f24728857a7b5eb2d75005715,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tieaggressor/onyxsquadronescort__pilot-11ec1b262bd8.png,onyxsquadronescort__pilot-11ec1b262bd8.png,galacticempire,tieaggressor,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,94b88bfe36e73fd9784ceb3b81bc902576c84601b054fcf1748d1fa5a3daddbc,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tieaggressor/sienarspecialist__pilot-7274e5f48e24.png,sienarspecialist__pilot-7274e5f48e24.png,galacticempire,tieaggressor,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,f8e8e8e16f49ecd5ce49eb324175712187862ee3c9104200c502f0fd5646665c,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tiebomber/captainjonus__pilot-bdaa55ad958f.png,captainjonus__pilot-bdaa55ad958f.png,galacticempire,tiebomber,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,eeb9eebe6fcd379c6ea8917275293a01c671f2db59975a4d9e86997759a95b7e,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tiebomber/deathfire__pilot-1b8c5d844954.png,deathfire__pilot-1b8c5d844954.png,galacticempire,tiebomber,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,02b3afb01c02b8b4b52477526806ea71e2b4bc3107a571c199bd7cc09d3be969,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tiebomber/gammasquadronpilot__pilot-b8141f8d7b11.png,gammasquadronpilot__pilot-b8141f8d7b11.png,galacticempire,tiebomber,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,c43f2c889533e113ddebcb3fe61a0de3a765dc705a242056e3e4fe44d888db74,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tiebomber/gammasquadronveteran__pilot-c1b278be03e2.png,gammasquadronveteran__pilot-c1b278be03e2.png,galacticempire,tiebomber,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,35a3eb3cbb66f7d5c72dd2f4406d4ddd1fdd962187ea3552aac36c96529a59fe,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tiebomber/majorrhymer__pilot-2699bb62e4da.png,majorrhymer__pilot-2699bb62e4da.png,galacticempire,tiebomber,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,dfb22e30f77de5085af9077397bba78131f767709f1f3a43544de5378b8e7562,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tiebomber/scimitarsquadronpilot__pilot-6bca69aa2e6f.png,scimitarsquadronpilot__pilot-6bca69aa2e6f.png,galacticempire,tiebomber,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,a2f924c51be10f67691ed2bb4faddbde1b4e99b4f5edbcae6f03cde03790cb66,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tiebomber/tomaxbren__pilot-78154c684a5d.png,tomaxbren__pilot-78154c684a5d.png,galacticempire,tiebomber,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,1d6c62dfdb0672df4a265076a8b415949350ec7f47fcd37a028c9c4265c2647c,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tiedefender/colonelvessery__pilot-67211d993ab3.png,colonelvessery__pilot-67211d993ab3.png,galacticempire,tiedefender,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,af31d1b62adc8b730b59cb07c2e818df219ca8fcf273da8a883178a54ae12e83,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tiedefender/countessryad__pilot-0eee1974b721.png,countessryad__pilot-0eee1974b721.png,galacticempire,tiedefender,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,6a86e5cd77a59af7468ae8e4e8c2906c88737c4313ddc93085889350a117dc28,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tiedefender/deltasquadronpilot__pilot-697f037e14a6.png,deltasquadronpilot__pilot-697f037e14a6.png,galacticempire,tiedefender,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,588ded3a92da32e981db292a3111c1ea540bd68c5760af7f79c23498fb40ebaf,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tiedefender/glaivesquadronpilot__pilot-b20f99e8b056.png,glaivesquadronpilot__pilot-b20f99e8b056.png,galacticempire,tiedefender,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,d4d569d73deb68d0927112035e9072c4f92168e750ef78af53bb9e7bf5f6a627,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tiedefender/maarekstele__pilot-bf753aa35aef.png,maarekstele__pilot-bf753aa35aef.png,galacticempire,tiedefender,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,b4798977345fb6c738493b70b6a21a16070c1c209c2457565d2b0dc7c1e69267,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tiedefender/onyxsquadronpilot__pilot-b34f5c2ddf3e.png,onyxsquadronpilot__pilot-b34f5c2ddf3e.png,galacticempire,tiedefender,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,2ffbcd539886e7066206ce8e090b7fcd84a77730949ef3c69ebf00c5b790cb9b,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tiedefender/rexlerbrath__pilot-c43bae681f2f.png,rexlerbrath__pilot-c43bae681f2f.png,galacticempire,tiedefender,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,048815d00d3ee713ac5fecbdcd56db8d45d1a59ecf3f749a86c19a71e51273a4,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tiefighter/academypilot__pilot-da5161ba5569.png,academypilot__pilot-da5161ba5569.png,galacticempire,tiefighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,8ec9d57cbdc1d0586692e23c3ec5d7bb53112272ca22f42a1c67774cb2a48139,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/galacticempire/tiefighter/backstabber__pilot-9508f007b8de.png,backstabber__pilot-9508f007b8de.png,galacticempire,tiefighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,12b278d879dc54a967e9351c1cc7d453da1ae9df7f2568af932b053e9fb95395,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
