Path,FileName,Faction,Ship,BaseSize,Width,Height,VisibleLeft,VisibleTop,VisibleWidth,VisibleHeight,PaddingLeft,PaddingRight,PaddingTop,PaddingBottom,HorizontalCentreOffset,VerticalCentreOffset,HasAlpha,TransparentPixels,TranslucentPixels,OpaquePixels,Sha256,Warnings
assets/generated/PilotBaseToken/scumandvillainy/jumpmaster5000/teltrevura__pilot-fbbd2835af68.png,teltrevura__pilot-fbbd2835af68.png,scumandvillainy,jumpmaster5000,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,0e0a089873e01183b7243e8d8c8cb0bb1c7b8666d4aca006987df8cbdfd5319c,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/kihraxzfighter/blacksunace__pilot-47be7dd4c303.png,blacksunace__pilot-47be7dd4c303.png,scumandvillainy,kihraxzfighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,d5b68593d78d170a3de86441ad58681587cada89095fd87b3d5e1d85cb7440c1,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/kihraxzfighter/captainjostero__pilot-2bf2dae8f20e.png,captainjostero__pilot-2bf2dae8f20e.png,scumandvillainy,kihraxzfighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,9d674a7a0ba6756b7c57d2fc24e79cadb23117b74bc7c7e410092168d1ae1f11,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/kihraxzfighter/cartelmarauder__pilot-18166cd2aacd.png,cartelmarauder__pilot-18166cd2aacd.png,scumandvillainy,kihraxzfighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,f72a25be41c61609749da4cd92e5715835ac23b525bf85d42d534af73db2117b,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/kihraxzfighter/grazthehunter__pilot-ab208b707e08.png,grazthehunter__pilot-ab208b707e08.png,scumandvillainy,kihraxzfighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,f0fff1a83a9a1ce65a72ebbfae60bc0bf07d4b74ab0d177c219db6cc6e2e5883,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/kihraxzfighter/talonbanecobra__pilot-212219b823a7.png,talonbanecobra__pilot-212219b823a7.png,scumandvillainy,kihraxzfighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,62e6d65b9768a119c9b5c139ab826ddd34b67e729d08456837d7469b8fc8a353,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/kihraxzfighter/viktorhel__pilot-53f462b28696.png,viktorhel__pilot-53f462b28696.png,scumandvillainy,kihraxzfighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,ceca185b24bd738633edfc584a8ce0598f4b8029a7d95b1a4702396e5d106bee,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/lancerclasspursuitcraft/asajjventress__pilot-e73eef28dbc2.png,asajjventress__pilot-e73eef28dbc2.png,scumandvillainy,lancerclasspursuitcraft,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,bca47b12555b753646329f87c1c876f6f3df5cf2f01ce8058a94ec67745beaa9,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/lancerclasspursuitcraft/ketsuonyo__pilot-9f00c0ddb4e8.png,ketsuonyo__pilot-9f00c0ddb4e8.png,scumandvillainy,lancerclasspursuitcraft,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,1a688a45dd7a38e72633d8ec991e38eaabf0621335a0dfdd98e150c4ee061bd9,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/lancerclasspursuitcraft/sabinewren__pilot-cd598bb7c3bd.png,sabinewren__pilot-cd598bb7c3bd.png,scumandvillainy,lancerclasspursuitcraft,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,5a87be1c04907a6aaa8d42c220f36a4d5d16aa10b6bdc2baf1b3d3022d75d4b9,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/lancerclasspursuitcraft/shadowporthunter__pilot-8a9e83fbee45.png,shadowporthunter__pilot-8a9e83fbee45.png,scumandvillainy,lancerclasspursuitcraft,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,0df41305bda1fd2728f037f3fee69f8a57cdf04f723f1db3cbc92cc2a7ddb483,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/m12lkimogilafighter/cartelbrute__pilot-8e3388a632f5.png,cartelbrute__pilot-8e3388a632f5.png,scumandvillainy,m12lkimogilafighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,327fdf9fb822b84b50acb8e1ad4a4d42b863e6ca76cc1879727d4702dfb6982f,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/m12lkimogilafighter/cartelexecutioner__pilot-4e5b3c6c644f.png,cartelexecutioner__pilot-4e5b3c6c644f.png,scumandvillainy,m12lkimogilafighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,861f64e4f28b94a8ae95a728272ef67a025a46560e41e6c692a951909d371bb8,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/m12lkimogilafighter/dalanoberos__pilot-54cd395be440.png,dalanoberos__pilot-54cd395be440.png,scumandvillainy,m12lkimogilafighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,ba353ba3b62cad46d2b2def8807442e039bfc42ab26e1686d384047720572c25,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/m12lkimogilafighter/toranikulda__pilot-3d71d27165ea.png,toranikulda__pilot-3d71d27165ea.png,scumandvillainy,m12lkimogilafighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,0b91d366e443b320bab9e47c6e6daf857b3b24955e551663c75590d383d740d0,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/m3ainterceptor/cartelspacer__pilot-9ff20ae8c7ab.png,cartelspacer__pilot-9ff20ae8c7ab.png,scumandvillainy,m3ainterceptor,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,f9991d450d1fa27d5093228878d8628af1c601c4b473d7a81b303a2f4f419a0a,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/m3ainterceptor/inaldra__pilot-d23bf9016c0d.png,inaldra__pilot-d23bf9016c0d.png,scumandvillainy,m3ainterceptor,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,d7a7208e17b2c0f902f26eddcccb4e27907206d279dd42adc63f1cb87cd823f9,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/m3ainterceptor/laetinashera__pilot-6842aeddcc32.png,laetinashera__pilot-6842aeddcc32.png,scumandvillainy,m3ainterceptor,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,284350b184d891b5616ce100155df8a207735ffe056a59a48a90b39d8c179842,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/m3ainterceptor/quinnjast__pilot-fead77745b91.png,quinnjast__pilot-fead77745b91.png,scumandvillainy,m3ainterceptor,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,54c99c3e69b2c66c2bc2775f0ed73d4b10cddcb4b33710f9705f87d7ffab51f4,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/m3ainterceptor/serissu__pilot-989dffe571d6.png,serissu__pilot-989dffe571d6.png,scumandvillainy,m3ainterceptor,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,7761ef60359424b220002a8d36f85c2a1a2eb7576a49b18c811deda0bfede545,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/m3ainterceptor/sunnybounder__pilot-e142b034674e.png,sunnybounder__pilot-e142b034674e.png,scumandvillainy,m3ainterceptor,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,df32bfb9d8aa9d6841c6b16a12878f10af3f51a15185b8a9c6872fb813569b22,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/m3ainterceptor/tansariipointveteran__pilot-1f99131ce3e0.png,tansariipointveteran__pilot-1f99131ce3e0.png,scumandvillainy,m3ainterceptor,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,889a484b6707d161449de8d120c4d2f572270e5653e29bdc2ecdc4472afec442,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/protectoratestarfighter/concorddawnace__pilot-f20e3c22e49d.png,concorddawnace__pilot-f20e3c22e49d.png,scumandvillainy,protectoratestarfighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,be667a63caeccbcc3224bc4a5145162831b4913a9eafede9d0135030c6a5561f,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/protectoratestarfighter/concorddawnveteran__pilot-f98f18cc6d4d.png,concorddawnveteran__pilot-f98f18cc6d4d.png,scumandvillainy,protectoratestarfighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,e9bff1ec5b566dd46c3574ccc74e14855d6339e39883dd47894c3aa6983f3f51,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/protectoratestarfighter/fennrau__pilot-23c52d18fcc8.png,fennrau__pilot-23c52d18fcc8.png,scumandvillainy,protectoratestarfighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,6610a146a99123a9f3940907934590074a33e987a56493044cf8c4353408009d,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/protectoratestarfighter/kadsolus__pilot-6be5fcd8cd1a.png,kadsolus__pilot-6be5fcd8cd1a.png,scumandvillainy,protectoratestarfighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,4b37fdd608ba493cc036530c0a8d6a163884eafafb77e50c8f3126eff8aa7598,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/protectoratestarfighter/oldteroch__pilot-68d5625bbe63.png,oldteroch__pilot-68d5625bbe63.png,scumandvillainy,protectoratestarfighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,b98e8e89a4b07e93b52f64f522ede1bb725a8d7a6c3c9987140735483dfc2b2b,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/protectoratestarfighter/zealousrecruit__pilot-c52e6eab9ed5.png,zealousrecruit__pilot-c52e6eab9ed5.png,scumandvillainy,protectoratestarfighter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,ee877a782e774e24c6478cd3b658a9969c92307fc56e7682e0cd4ddc82880098,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/quadjumper/constablezuvio__pilot-5c3e62a09db1.png,constablezuvio__pilot-5c3e62a09db1.png,scumandvillainy,quadjumper,Small,431,495,0,0,431,495,0,0,0,0,0,0,True,0,4,213341,ac042e8f24dcdd7d53408c9adfce15831b91d4d4f56db543b628bf238ad2e580,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/quadjumper/jakkugunrunner__pilot-a3c94dea1fdd.png,jakkugunrunner__pilot-a3c94dea1fdd.png,scumandvillainy,quadjumper,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,434088c9421acf1d49e5f0cf2170e844746db20c66e8e5884e3c5a53cbd78806,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/quadjumper/sarcoplank__pilot-ad0af9f4fada.png,sarcoplank__pilot-ad0af9f4fada.png,scumandvillainy,quadjumper,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,4d8d3eeaa78c43a13ed997021c2ea9231d20b6d1538b2f9c231458f3ee7f25c3,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/quadjumper/unkarplutt__pilot-92cc97d0c2a9.png,unkarplutt__pilot-92cc97d0c2a9.png,scumandvillainy,quadjumper,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,2da0b6548d1a813128df310897fe0b4073e80f388b887cfcfe66deda91195081,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/scurrgh6bomber/captainnym__pilot-40a82a73b01f.png,captainnym__pilot-40a82a73b01f.png,scumandvillainy,scurrgh6bomber,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,313f01efd370db2643c13cb92455a29b457cd95d3e65535184e2442aacfafd79,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/scurrgh6bomber/karthakkpirate__pilot-fa5e5d36dbca.png,karthakkpirate__pilot-fa5e5d36dbca.png,scumandvillainy,scurrgh6bomber,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,22ccfe364952692bccfaf764d3731a2bfc5b418331603cd5097e853d55cbe778,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/scurrgh6bomber/lokrevenant__pilot-43214c180796.png,lokrevenant__pilot-43214c180796.png,scumandvillainy,scurrgh6bomber,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,457344b5dd62ac1f5f5630ed9dc41f373250a375e209f776b611f46b6cd124ef,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/scurrgh6bomber/solsixxa__pilot-39658d5b350b.png,solsixxa__pilot-39658d5b350b.png,scumandvillainy,scurrgh6bomber,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,d5371d3708ab7d119791282056bc4bb9a438b5eb452afa5651daa11c52171b87,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/starviper/blacksunassassin__pilot-e8e9694b8d34.png,blacksunassassin__pilot-e8e9694b8d34.png,scumandvillainy,starviper,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,f560e5aca4e25c4a01034143e679ea665c3b8529a2818583b5981cd6b42176cf,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/starviper/blacksunenforcer__pilot-f72aa964c4de.png,blacksunenforcer__pilot-f72aa964c4de.png,scumandvillainy,starviper,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,91946484dc24e83f0fadf7b0543a748926935abff4ae5fa93e4a42449beb5d8f,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/starviper/blacksunvigo__pilot-6163bfc10154.png,blacksunvigo__pilot-6163bfc10154.png,scumandvillainy,starviper,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,4d55ed7f8a2777ef87e8d5cfc2127011ae4d810b2584917f898c6c4c69f63f20,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/starviper/dalanoberos__pilot-4324fb797b41.png,dalanoberos__pilot-4324fb797b41.png,scumandvillainy,starviper,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,7b88a12f16038bbfb7184aff2b5d5ec111356a104f9eb9df374590c1cfd01a2f,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/starviper/guri__pilot-0175b6fff67d.png,guri__pilot-0175b6fff67d.png,scumandvillainy,starviper,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,42331185821c15f7718bd9359847a391588a5ab98330749b33dd969305c86d1b,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/starviper/princexizor__pilot-37d736f37a40.png,princexizor__pilot-37d736f37a40.png,scumandvillainy,starviper,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,175b1fd28a13f6af09068d91a1fc1b338a4bf371e646a73959d480d5028cae31,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/starviper/thweek__pilot-c91ee69af970.png,thweek__pilot-c91ee69af970.png,scumandvillainy,starviper,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,d507012c40d1733cd2dfb6ad0e5b20243497809941c1ef77e60c535da15a4eb4,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/yv666/bossk__pilot-818969b87243.png,bossk__pilot-818969b87243.png,scumandvillainy,yv666,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,152cb3e6fe067ebecbe7f243870cce431da1f9b352e382f596b9f88096c6f8b2,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/yv666/lattsrazzi__pilot-d128bd38a4eb.png,lattsrazzi__pilot-d128bd38a4eb.png,scumandvillainy,yv666,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,e94ed3b78563835091614a8e8274b0f501cb6a98ea53cc59dea35e873f08afd2,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/yv666/moraloeval__pilot-04881cc2d835.png,moraloeval__pilot-04881cc2d835.png,scumandvillainy,yv666,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,6ce31b70dfcebb6eb6c14ee1c8deee1194efa6aa100279ec5a262d5901846e44,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/yv666/trandoshanslaver__pilot-b618b90b5e10.png,trandoshanslaver__pilot-b618b90b5e10.png,scumandvillainy,yv666,Large,955,998,0,0,955,998,0,0,0,0,0,0,False,0,0,953090,71918e85810254d918c9f05a7d0bf656a5aafcdbb1c7c43aeb1d79b02d936cc3,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/ywing/drearenthal__pilot-34b839e60ab6.png,drearenthal__pilot-34b839e60ab6.png,scumandvillainy,ywing,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,c2810aac0f4074ef584a3f330ef3e9bf25bd90aa5c4a4be73083a353c3103aa0,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/ywing/hiredgun__pilot-41c7bebd81d9.png,hiredgun__pilot-41c7bebd81d9.png,scumandvillainy,ywing,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,a6b6c8f4e09483dc9f63e6f4658dfa721a524c331f4a3440b0cb0e86b29df925,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/ywing/kavil__pilot-3d59b61c04c1.png,kavil__pilot-3d59b61c04c1.png,scumandvillainy,ywing,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,be20985d34beb46a163f9b2f34902e63bdedcff861ef6a94374acaa23e430c6a,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/ywing/syndicatethug__pilot-af51e58b9ce6.png,syndicatethug__pilot-af51e58b9ce6.png,scumandvillainy,ywing,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,6573b4f5ea174cfc1b741620963b69d180b598ad5ce02b409ae133ab2d68d5b3,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/z95headhunter/binayrepirate__pilot-75ca1ac0b24b.png,binayrepirate__pilot-75ca1ac0b24b.png,scumandvillainy,z95headhunter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,b8a530a5361287a78b57a61ad1973717cfb5e07ed1b9600fa65003a2eb87f2a0,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/z95headhunter/blacksunsoldier__pilot-e244dba12dc6.png,blacksunsoldier__pilot-e244dba12dc6.png,scumandvillainy,z95headhunter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,53fa2174731075a6286bee936b96562e87811352b07f1fb92f3d1acb5ab2f95f,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/z95headhunter/kaatoleeachos__pilot-7c8d83a06980.png,kaatoleeachos__pilot-7c8d83a06980.png,scumandvillainy,z95headhunter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,f9f58f57537cbe207131e202c75bbaec26f432beb5c5de01219b85ada2907ce4,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/z95headhunter/nashtahpuppilot__pilot-72f1ca9d274c.png,nashtahpuppilot__pilot-72f1ca9d274c.png,scumandvillainy,z95headhunter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,5b6d103ec21d4f5f9d46a973b910ae41708433469dd2c9933076b571f68217bd,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
assets/generated/PilotBaseToken/scumandvillainy/z95headhunter/ndrusuhlak__pilot-3cf4b6b87b64.png,ndrusuhlak__pilot-3cf4b6b87b64.png,scumandvillainy,z95headhunter,Small,431,495,0,0,431,495,0,0,0,0,0,0,False,0,0,213345,e05fba4ae2552ae8eb9ebb3e0fc1c419db6ce0551de8b879beb21068d0061da2,NoTransparency;TouchesLeftEdge;TouchesRightEdge;TouchesTopEdge;TouchesBottomEdge
