status,sheetId,entityId,targetId,displayName,sourceRepositoryPath,outputRepositoryPath,x,y,width,height,message
generated,"pilot-sheet-043","PILOT-6252CB094EFA","zeborrelios","""Zeb"" Orrelios","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__4267f6573a9e0524.jpg","assets/generated/PilotBaseToken/rebelalliance/sheathipedeclassshuttle/zeborrelios__pilot-6252cb094efa.png",995,0,433,515,
generated,"pilot-sheet-044","PILOT-0175B6FFF67D","guri","Guri","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__43e91ad6b8c25e5a.jpg","assets/generated/PilotBaseToken/scumandvillainy/starviper/guri__pilot-0175b6fff67d.png",24,34,451,504,
generated,"pilot-sheet-045","PILOT-2E5D2CAD25B4","ig88d","IG-88D","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__44cc2e9f77a0f54f.jpg","assets/generated/PilotBaseToken/scumandvillainy/aggressor/ig88d__pilot-2e5d2cad25b4.png",41,37,927,966,
generated,"pilot-sheet-046","PILOT-39658D5B350B","solsixxa","Sol Sixxa","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__468416f146e1f06d.png","assets/generated/PilotBaseToken/scumandvillainy/scurrgh6bomber/solsixxa__pilot-39658d5b350b.png",18,38,288,317,
generated,"pilot-sheet-047","PILOT-7BE38960675C","countdown","""Countdown""","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__47198294f94ca5ea.png","assets/generated/PilotBaseToken/galacticempire/tiestriker/countdown__pilot-7be38960675c.png",11,16,226,254,
generated,"pilot-sheet-048","PILOT-EAFFA73EDEAA","jekporkins","Jek Porkins","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__479ac4c40d60d726.png","assets/generated/PilotBaseToken/rebelalliance/xwing/jekporkins__pilot-eaffa73edeaa.png",524,37,450,508,
generated,"pilot-sheet-048","PILOT-AA47833EE888","lukeskywalker","Luke Skywalker","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__479ac4c40d60d726.png","assets/generated/PilotBaseToken/rebelalliance/xwing/lukeskywalker__pilot-aa47833ee888.png",1021,629,450,508,
generated,"pilot-sheet-048","PILOT-D860BA3F714B","wesjanson","Wes Janson","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__479ac4c40d60d726.png","assets/generated/PilotBaseToken/rebelalliance/xwing/wesjanson__pilot-d860ba3f714b.png",1021,37,450,508,
generated,"pilot-sheet-049","PILOT-1F99131CE3E0","tansariipointveteran","Tansarii Point Veteran","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__4807b3729c8343a3.jpg","assets/generated/PilotBaseToken/scumandvillainy/m3ainterceptor/tansariipointveteran__pilot-1f99131ce3e0.png",27,35,451,510,
generated,"pilot-sheet-050","PILOT-697F037E14A6","deltasquadronpilot","Delta Squadron Pilot","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__48e6bba4f70cfabc.jpg","assets/generated/PilotBaseToken/galacticempire/tiedefender/deltasquadronpilot__pilot-697f037e14a6.png",25,35,448,504,
generated,"pilot-sheet-051","PILOT-0E181989C08C","mirandadoni","Miranda Doni","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__4af57bb26524ed0b.jpg","assets/generated/PilotBaseToken/rebelalliance/kwing/mirandadoni__pilot-0e181989c08c.png",24,34,449,506,
generated,"pilot-sheet-052","PILOT-53F462B28696","viktorhel","Viktor Hel","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__4c009f4e322d5c41.png","assets/generated/PilotBaseToken/scumandvillainy/kihraxzfighter/viktorhel__pilot-53f462b28696.png",20,31,455,512,
generated,"pilot-sheet-053","PILOT-31738DF69B79","darthvader","Darth Vader","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__4fa26aa87794e2f9.jpg","assets/generated/PilotBaseToken/galacticempire/tieadvanced/darthvader__pilot-31738df69b79.png",21,30,458,511,
generated,"pilot-sheet-054","PILOT-2BF2DAE8F20E","captainjostero","Captain Jostero","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__530db44fdeb67130.png","assets/generated/PilotBaseToken/scumandvillainy/kihraxzfighter/captainjostero__pilot-2bf2dae8f20e.png",20,31,455,512,
generated,"pilot-sheet-055","PILOT-3C24070F17DF","junoeclipse","Juno Eclipse","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__56b3528f863cf077.jpg","assets/generated/PilotBaseToken/galacticempire/tieadvanced/junoeclipse__pilot-3c24070f17df.png",1019,30,458,511,
generated,"pilot-sheet-056","PILOT-3ACC0B4A3795","4lom","4-LOM","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__588199dc62ebbe1e.jpg","assets/generated/PilotBaseToken/scumandvillainy/g1astarfighter/4lom__pilot-3acc0b4a3795.png",25,32,451,508,
generated,"pilot-sheet-057","PILOT-92CC97D0C2A9","unkarplutt","Unkar Plutt","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__5cae101d5041fcf3.png","assets/generated/PilotBaseToken/scumandvillainy/quadjumper/unkarplutt__pilot-92cc97d0c2a9.png",24,31,211,243,
generated,"pilot-sheet-058","PILOT-9AF4734CA538","kyloren","Kylo Ren","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__5da59378b7d9f2a3.png","assets/generated/PilotBaseToken/firstorder/tiesilencer/kyloren__pilot-9af4734ca538.png",33,34,434,521,
generated,"pilot-sheet-059","PILOT-371A0F61CCFE","chopper","""Chopper""","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__5ecaf2bd7f8d7b76.jpg","assets/generated/PilotBaseToken/rebelalliance/vcx100/chopper__pilot-371a0f61ccfe.png",6,0,943,1032,
generated,"pilot-sheet-059","PILOT-5158A0D06CE9","sabinewren","Sabine Wren","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__5ecaf2bd7f8d7b76.jpg","assets/generated/PilotBaseToken/rebelalliance/attackshuttle/sabinewren__pilot-5158a0d06ce9.png",995,0,433,507,
generated,"pilot-sheet-060","PILOT-2FF8E40F2FB9","manaroo","Manaroo","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__61e603ba4eae6169.jpg","assets/generated/PilotBaseToken/scumandvillainy/jumpmaster5000/manaroo__pilot-2ff8e40f2fb9.png",41,37,927,966,
generated,"pilot-sheet-061","PILOT-67211D993AB3","colonelvessery","Colonel Vessery","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__6225167008bb5fce.jpg","assets/generated/PilotBaseToken/galacticempire/tiedefender/colonelvessery__pilot-67211d993ab3.png",25,35,448,504,
generated,"pilot-sheet-062","PILOT-E142B034674E","sunnybounder","Sunny Bounder","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__631e741e3464206b.png","assets/generated/PilotBaseToken/scumandvillainy/m3ainterceptor/sunnybounder__pilot-e142b034674e.png",27,35,451,510,
generated,"pilot-sheet-063","PILOT-FEAD77745B91","quinnjast","Quinn Jast","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__68ff2cc03d300acb.png","assets/generated/PilotBaseToken/scumandvillainy/m3ainterceptor/quinnjast__pilot-fead77745b91.png",27,35,451,510,
generated,"pilot-sheet-064","PILOT-6382835EA36B","blacksquadronscout","Black Squadron Scout","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__6938d04d38918f0f.png","assets/generated/PilotBaseToken/galacticempire/tiestriker/blacksquadronscout__pilot-6382835ea36b.png",11,16,226,254,
generated,"pilot-sheet-065","PILOT-E8E9694B8D34","blacksunassassin","Black Sun Assassin","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__69f4ecd608d361bf.png","assets/generated/PilotBaseToken/scumandvillainy/starviper/blacksunassassin__pilot-e8e9694b8d34.png",24,34,451,504,
generated,"pilot-sheet-066","PILOT-DA5161BA5569","academypilot","Academy Pilot","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__6a0c60074efb9f5c.png","assets/generated/PilotBaseToken/galacticempire/tiefighter/academypilot__pilot-da5161ba5569.png",32,42,456,510,
generated,"pilot-sheet-067","PILOT-47BE7DD4C303","blacksunace","Black Sun Ace","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__6dda404247201f0c.png","assets/generated/PilotBaseToken/scumandvillainy/kihraxzfighter/blacksunace__pilot-47be7dd4c303.png",20,31,455,512,
generated,"pilot-sheet-068","PILOT-D3947C6F77DF","maarekstele","Maarek Stele","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__6e97d1e9c3fe2186.jpg","assets/generated/PilotBaseToken/galacticempire/tieadvanced/maarekstele__pilot-d3947c6f77df.png",21,30,458,511,
generated,"pilot-sheet-069","PILOT-8A5CA1DCCBEA","bobafett","Boba Fett","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__6ea7c985873a0654.jpg","assets/generated/PilotBaseToken/scumandvillainy/firespray31/bobafett__pilot-8a5ca1dccbea.png",41,37,927,1020,
generated,"pilot-sheet-070","PILOT-E244DBA12DC6","blacksunsoldier","Black Sun Soldier","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__6feb9e8d6d3b24e9.jpg","assets/generated/PilotBaseToken/scumandvillainy/z95headhunter/blacksunsoldier__pilot-e244dba12dc6.png",24,33,450,504,
generated,"pilot-sheet-071","PILOT-9A7ADD2621BF","zertikstrom","Zertik Strom","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__70dd166decee0563.jpg","assets/generated/PilotBaseToken/galacticempire/tieadvanced/zertikstrom__pilot-9a7add2621bf.png",1019,30,458,511,
generated,"pilot-sheet-072","PILOT-9508F007B8DE","backstabber","""Backstabber""","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__7416dd8e946ea549.png","assets/generated/PilotBaseToken/galacticempire/tiefighter/backstabber__pilot-9508f007b8de.png",32,42,456,510,
generated,"pilot-sheet-073","PILOT-F5731D9E2983","backdraft","""Backdraft""","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__764db731223587eb.png","assets/generated/PilotBaseToken/firstorder/tiesffighter/backdraft__pilot-f5731d9e2983.png",9,15,427,497,
generated,"pilot-sheet-074","PILOT-25F20C6B5ABA","howlrunner","""Howlrunner""","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__80d72ea254b5531f.png","assets/generated/PilotBaseToken/galacticempire/tiefighter/howlrunner__pilot-25f20c6b5aba.png",32,42,456,510,
generated,"pilot-sheet-075","PILOT-FE8EB2DFD9A2","sabinewren","Sabine Wren","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__816196eb61b9f0d0.png","assets/generated/PilotBaseToken/rebelalliance/tiefighter/sabinewren__pilot-fe8eb2dfd9a2.png",32,42,456,510,
generated,"pilot-sheet-076","PILOT-6796D62E5DC1","bluesquadronpilot","Blue Squadron Pilot","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__825891661acc77de.png","assets/generated/PilotBaseToken/rebelalliance/bwing/bluesquadronpilot__pilot-6796d62e5dc1.png",25,35,451,508,
generated,"pilot-sheet-077","PILOT-020CE92F238A","kathscarlet","Kath Scarlet","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__82ba063d7c019215.jpg","assets/generated/PilotBaseToken/scumandvillainy/firespray31/kathscarlet__pilot-020ce92f238a.png",41,37,927,1020,
generated,"pilot-sheet-078","PILOT-265EEE6A9410","chewbacca","Chewbacca","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__83a1eb5a43caf6e4.jpg","assets/generated/PilotBaseToken/rebelalliance/yt1300/chewbacca__pilot-265eee6a9410.png",39,36,930,993,
generated,"pilot-sheet-079","PILOT-59737EAA2DAB","landocalrissian","Lando Calrissian","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__8552ac06500a17cf.jpg","assets/generated/PilotBaseToken/rebelalliance/yt1300/landocalrissian__pilot-59737eaa2dab.png",39,36,930,993,
generated,"pilot-sheet-080","PILOT-37D736F37A40","princexizor","Prince Xizor","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__87382251cddea164.jpg","assets/generated/PilotBaseToken/scumandvillainy/starviper/princexizor__pilot-37d736f37a40.png",24,34,451,504,
generated,"pilot-sheet-081","PILOT-3C9E6338EBC2","nusquadronpilot","Nu Squadron Pilot","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__8865722a5fd3eea8.jpg","assets/generated/PilotBaseToken/galacticempire/alphaclassstarwing/nusquadronpilot__pilot-3c9e6338ebc2.png",23,31,452,512,
generated,"pilot-sheet-082","PILOT-BF77493C3681","soontirfel","Soontir Fel","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__895a9c2c30243998.jpg","assets/generated/PilotBaseToken/galacticempire/tieinterceptor/soontirfel__pilot-bf77493c3681.png",26,34,450,506,
generated,"pilot-sheet-083","PILOT-1C20ACAE73AB","sharabey","Shara Bey","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__8a8d56e8970d3f13.jpg","assets/generated/PilotBaseToken/rebelalliance/arc170/sharabey__pilot-1c20acae73ab.png",25,35,445,514,
generated,"pilot-sheet-084","PILOT-F6ADBD0D6A79","lieutenantlorrir","Lieutenant Lorrir","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__8edcd63544e01278.jpg","assets/generated/PilotBaseToken/galacticempire/tieinterceptor/lieutenantlorrir__pilot-f6adbd0d6a79.png",26,34,450,506,
generated,"pilot-sheet-085","PILOT-37807F1567D3","poedameron","Poe Dameron","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__8effc513fca46c17.png","assets/generated/PilotBaseToken/resistance/t70xwing/poedameron__pilot-37807f1567d3.png",5,10,435,498,
generated,"pilot-sheet-086","PILOT-3D59B61C04C1","kavil","Kavil","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__91075d77874a97f5.jpg","assets/generated/PilotBaseToken/scumandvillainy/ywing/kavil__pilot-3d59b61c04c1.png",24,35,450,508,
generated,"pilot-sheet-087","PILOT-AB91776CBC66","turrphennir","Turr Phennir","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__918718401447f3eb.jpg","assets/generated/PilotBaseToken/galacticempire/tieinterceptor/turrphennir__pilot-ab91776cbc66.png",26,34,450,506,
generated,"pilot-sheet-088","PILOT-C1CD7D44A8EF","magvayarro","Magva Yarro","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__9206d67cb1951531.png","assets/generated/PilotBaseToken/rebelalliance/uwing/magvayarro__pilot-c1cd7d44a8ef.png",815,1142,430,477,
generated,"pilot-sheet-089","PILOT-3CF4B6B87B64","ndrusuhlak","N'dru Suhlak","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__979839eadedbe9b0.png","assets/generated/PilotBaseToken/scumandvillainy/z95headhunter/ndrusuhlak__pilot-3cf4b6b87b64.png",24,33,450,504,
generated,"pilot-sheet-090","PILOT-037C78BAF9E1","elloasty","Ello Asty","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__9832f52a2ba74315.png","assets/generated/PilotBaseToken/resistance/t70xwing/elloasty__pilot-037c78baf9e1.png",5,10,435,498,
generated,"pilot-sheet-091","PILOT-B83A2C097842","outerrimsmuggler","Outer Rim Smuggler","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__986563eedafd2375.jpg","assets/generated/PilotBaseToken/rebelalliance/yt1300/outerrimsmuggler__pilot-b83a2c097842.png",39,36,930,993,
generated,"pilot-sheet-092","PILOT-34B839E60AB6","drearenthal","Drea Renthal","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__997851fbd402a21b.jpg","assets/generated/PilotBaseToken/scumandvillainy/ywing/drearenthal__pilot-34b839e60ab6.png",24,35,450,508,
generated,"pilot-sheet-093","PILOT-BDAA55AD958F","captainjonus","Captain Jonus","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__9a170e187ec8bdd3.jpg","assets/generated/PilotBaseToken/galacticempire/tiebomber/captainjonus__pilot-bdaa55ad958f.png",24,73,452,506,
generated,"pilot-sheet-094","PILOT-85511699241B","nightbeast","""Night Beast""","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__9a769a90c445cf85.png","assets/generated/PilotBaseToken/galacticempire/tiefighter/nightbeast__pilot-85511699241b.png",32,42,456,510,
generated,"pilot-sheet-095","PILOT-E19EAEE63E13","dengar","Dengar","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__9beb1f88fe4cb44e.jpg","assets/generated/PilotBaseToken/scumandvillainy/jumpmaster5000/dengar__pilot-e19eaee63e13.png",41,37,927,966,
generated,"pilot-sheet-096","PILOT-A15B41525FF5","cavernangelszealot","Cavern Angels Zealot","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__9bffdd5d64d90455.png","assets/generated/PilotBaseToken/rebelalliance/xwing/cavernangelszealot__pilot-a15b41525ff5.png",24,37,450,508,
generated,"pilot-sheet-096","PILOT-B59DE7402044","edriotwotubes","Edrio Two Tubes","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__9bffdd5d64d90455.png","assets/generated/PilotBaseToken/rebelalliance/xwing/edriotwotubes__pilot-b59de7402044.png",524,37,450,508,
generated,"pilot-sheet-096","PILOT-5F40E4920B73","kullbeesperado","Kullbee Sperado","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__9bffdd5d64d90455.png","assets/generated/PilotBaseToken/rebelalliance/xwing/kullbeesperado__pilot-5f40e4920b73.png",524,1217,450,508,
generated,"pilot-sheet-096","PILOT-63D29F362B3C","leevantenza","Leevan Tenza","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__9bffdd5d64d90455.png","assets/generated/PilotBaseToken/rebelalliance/xwing/leevantenza__pilot-63d29f362b3c.png",1021,37,450,508,
generated,"pilot-sheet-097","PILOT-13EC6BA835CC","firstordertestpilot","First Order Test Pilot","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__9d1653feddb3d6be.png","assets/generated/PilotBaseToken/firstorder/tiesilencer/firstordertestpilot__pilot-13ec6ba835cc.png",33,34,434,521,
generated,"pilot-sheet-098","PILOT-3EA7FF41AB8A","spicerunner","Spice Runner","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__9fa3eacaa97eb075.jpg","assets/generated/PilotBaseToken/scumandvillainy/hwk290/spicerunner__pilot-3ea7ff41ab8a.png",25,35,450,505,
generated,"pilot-sheet-099","PILOT-E73EEF28DBC2","asajjventress","Asajj Ventress","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__a001fb6c459d02b9.png","assets/generated/PilotBaseToken/scumandvillainy/lancerclasspursuitcraft/asajjventress__pilot-e73eef28dbc2.png",75,42,597,678,
generated,"pilot-sheet-100","PILOT-333658D8223F","rearadmiralchiraneau","Rear Admiral Chiraneau","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__a1e17ff2f9beebdd.jpg","assets/generated/PilotBaseToken/galacticempire/vt49decimator/rearadmiralchiraneau__pilot-333658d8223f.png",43,39,924,977,
generated,"pilot-sheet-101","PILOT-A0F3DB878B53","lieutenantkarsabi","Lieutenant Karsabi","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__a2255d00c6c09113.jpg","assets/generated/PilotBaseToken/galacticempire/alphaclassstarwing/lieutenantkarsabi__pilot-a0f3db878b53.png",23,31,452,512,
generated,"pilot-sheet-102","PILOT-BA7FB595439C","lothalrebel","Lothal Rebel","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__a28587a196c79e16.jpg","assets/generated/PilotBaseToken/rebelalliance/vcx100/lothalrebel__pilot-ba7fb595439c.png",6,0,943,1032,
generated,"pilot-sheet-103","PILOT-818969B87243","bossk","Bossk","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__a3cfaa9135262e74.jpg","assets/generated/PilotBaseToken/scumandvillainy/yv666/bossk__pilot-818969b87243.png",41,37,927,966,
generated,"pilot-sheet-104","PILOT-6BCA69AA2E6F","scimitarsquadronpilot","Scimitar Squadron Pilot","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__a4c0920136fa57ad.jpg","assets/generated/PilotBaseToken/galacticempire/tiebomber/scimitarsquadronpilot__pilot-6bca69aa2e6f.png",24,73,452,506,
generated,"pilot-sheet-105","PILOT-6736E13C64B7","fennrau","Fenn Rau","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__a6af41a30fdc15ee.jpg","assets/generated/PilotBaseToken/rebelalliance/sheathipedeclassshuttle/fennrau__pilot-6736e13c64b7.png",995,0,433,515,
generated,"pilot-sheet-106","PILOT-20D8BF313D24","captainoicunn","Captain Oicunn","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__a722e3b695f20f08.jpg","assets/generated/PilotBaseToken/galacticempire/vt49decimator/captainoicunn__pilot-20d8bf313d24.png",43,39,924,977,
generated,"pilot-sheet-107","PILOT-F578A712FB2F","redline","""Redline""","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__a9a2dd9dc6870c66.jpg","assets/generated/PilotBaseToken/galacticempire/tiepunisher/redline__pilot-f578a712fb2f.png",24,73,452,506,
generated,"pilot-sheet-108","PILOT-DD498FAA74C0","quickdraw","""Quickdraw""","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__ab8adb2fb4d787ec.png","assets/generated/PilotBaseToken/firstorder/tiesffighter/quickdraw__pilot-dd498faa74c0.png",9,15,427,497,
generated,"pilot-sheet-109","PILOT-9F00C0DDB4E8","ketsuonyo","Ketsu Onyo","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__ae80120d522a404a.png","assets/generated/PilotBaseToken/scumandvillainy/lancerclasspursuitcraft/ketsuonyo__pilot-9f00c0ddb4e8.png",75,42,597,678,
generated,"pilot-sheet-110","PILOT-1B8C5D844954","deathfire","""Deathfire""","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b02206a528ff82c0.png","assets/generated/PilotBaseToken/galacticempire/tiebomber/deathfire__pilot-1b8c5d844954.png",24,73,452,506,
generated,"pilot-sheet-111","PILOT-A1FB4CD13D43","ezrabridger","Ezra Bridger","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b50b1b6db57105a6.jpg","assets/generated/PilotBaseToken/rebelalliance/sheathipedeclassshuttle/ezrabridger__pilot-a1fb4cd13d43.png",995,0,433,515,
generated,"pilot-sheet-112","PILOT-F3936AB17701","ig88c","IG-88C","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b52c3d72d013ceaf.jpg","assets/generated/PilotBaseToken/scumandvillainy/aggressor/ig88c__pilot-f3936ab17701.png",41,37,927,966,
generated,"pilot-sheet-113","PILOT-04881CC2D835","moraloeval","Moralo Eval","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b5702c22e1f3090a.jpg","assets/generated/PilotBaseToken/scumandvillainy/yv666/moraloeval__pilot-04881cc2d835.png",41,37,927,966,
generated,"pilot-sheet-114","PILOT-A4DF0B594BE3","coloneljendon","Colonel Jendon","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b5d5d5cf72e82648.jpg","assets/generated/PilotBaseToken/galacticempire/lambdaclassshuttle/coloneljendon__pilot-a4df0b594be3.png",41,37,927,966,
generated,"pilot-sheet-115","PILOT-7D6B4693D0CC","wardensquadronpilot","Warden Squadron Pilot","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b73f48e259f94c7a.jpg","assets/generated/PilotBaseToken/rebelalliance/kwing/wardensquadronpilot__pilot-7d6b4693d0cc.png",24,34,449,506,
generated,"pilot-sheet-116","PILOT-ABFC7C17FCAC","arvelcrynyd","Arvel Crynyd","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b9071ee9ca4d83b5.jpg","assets/generated/PilotBaseToken/rebelalliance/awing/arvelcrynyd__pilot-abfc7c17fcac.png",969,416,451,510,
generated,"pilot-sheet-117","PILOT-02501A6A0AA0","zuckuss","Zuckuss","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b9203c0314cdfe2d.jpg","assets/generated/PilotBaseToken/scumandvillainy/g1astarfighter/zuckuss__pilot-02501a6a0aa0.png",25,35,451,508,
generated,"pilot-sheet-118","PILOT-54CD395BE440","dalanoberos","Dalan Oberos","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b9cca8a13d1b9614.png","assets/generated/PilotBaseToken/scumandvillainy/m12lkimogilafighter/dalanoberos__pilot-54cd395be440.png",31,28,439,528,
generated,"pilot-sheet-119","PILOT-F72AA964C4DE","blacksunenforcer","Black Sun Enforcer","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__b9e58f63e4cb7887.jpg","assets/generated/PilotBaseToken/scumandvillainy/starviper/blacksunenforcer__pilot-f72aa964c4de.png",24,34,451,504,
generated,"pilot-sheet-120","PILOT-E5B046CE0938","corranhorn","Corran Horn","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__bbd4152ba4e36d5d.jpg","assets/generated/PilotBaseToken/rebelalliance/ewing/corranhorn__pilot-e5b046ce0938.png",24,32,452,508,
generated,"pilot-sheet-121","PILOT-666D323B9384","tempestsquadronpilot","Tempest Squadron Pilot","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__bcd097999b97995a.jpg","assets/generated/PilotBaseToken/galacticempire/tieadvanced/tempestsquadronpilot__pilot-666d323b9384.png",21,30,458,511,
generated,"pilot-sheet-122","PILOT-4405E8F8586F","omicrongrouppilot","Omicron Group Pilot","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__bcec43fd2f22948f.jpg","assets/generated/PilotBaseToken/galacticempire/lambdaclassshuttle/omicrongrouppilot__pilot-4405e8f8586f.png",41,37,927,966,
generated,"pilot-sheet-123","PILOT-43214C180796","lokrevenant","Lok Revenant","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__bdc4f60f73995490.png","assets/generated/PilotBaseToken/scumandvillainy/scurrgh6bomber/lokrevenant__pilot-43214c180796.png",27,38,281,317,
generated,"pilot-sheet-124","PILOT-91F3D05B5EA1","dutchvander","""Dutch"" Vander","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__befe00aee8b10b7f.jpg","assets/generated/PilotBaseToken/rebelalliance/ywing/dutchvander__pilot-91f3d05b5ea1.png",24,35,450,508,
generated,"pilot-sheet-125","PILOT-6F908E59D57F","poedameron-swx57","Poe Dameron","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__bf4b5787efe937b3.png","assets/generated/PilotBaseToken/resistance/t70xwing/poedameron-swx57__pilot-6f908e59d57f.png",5,10,435,498,
generated,"pilot-sheet-126","PILOT-19D285178AC9","gemmersojan","Gemmer Sojan","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__bf9278b4260ea961.jpg","assets/generated/PilotBaseToken/rebelalliance/awing/gemmersojan__pilot-19d285178ac9.png",969,1006,451,510,
generated,"pilot-sheet-126","PILOT-82934A2FA2F1","greensquadronpilot","Green Squadron Pilot","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__bf9278b4260ea961.jpg","assets/generated/PilotBaseToken/rebelalliance/awing/greensquadronpilot__pilot-82934a2fa2f1.png",1468,416,451,510,
generated,"pilot-sheet-127","PILOT-41C7BEBD81D9","hiredgun","Hired Gun","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__c11f0b0c5569b188.jpg","assets/generated/PilotBaseToken/scumandvillainy/ywing/hiredgun__pilot-41c7bebd81d9.png",24,35,450,508,
