status,pilotId,targetId,displayName,faction,ship,sourceRepositoryPath,outputRepositoryPath,x,y,width,height,message
recovered,"scumandvillainy::protectoratestarfighter::concorddawnveteran","concorddawnveteran","Concord Dawn Veteran","Scum and Villainy","Protectorate Starfighter","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__cb8fd85fa1a79724.png","assets/generated/PilotBaseToken/scum-and-villainy/protectorate-starfighter/concorddawnveteran__pilot-f98f18cc6d4d.png",32,35,208,248,
recovered,"scumandvillainy::protectoratestarfighter::concorddawnace","concorddawnace","Concord Dawn Ace","Scum and Villainy","Protectorate Starfighter","assets/source/legacy1e/steamusercontent-a.akamaihd.net/other/asset__7a75c3dedef70084.png","assets/generated/PilotBaseToken/scum-and-villainy/protectorate-starfighter/concorddawnace__pilot-f20e3c22e49d.png",32,35,208,248,
recovered,"scumandvillainy::m12lkimogilafighter::cartelbrute","cartelbrute","Cartel Brute","Scum and Villainy","M12-L Kimogila Fighter","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__43b97025f8481d09.png","assets/generated/PilotBaseToken/scum-and-villainy/m12-l-kimogila-fighter/cartelbrute__pilot-8e3388a632f5.png",31,32,438,521,
recovered,"scumandvillainy::kihraxzfighter::grazthehunter","grazthehunter","Graz the Hunter","Scum and Villainy","Kihraxz Fighter","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__50263a79cb43a37a.png","assets/generated/PilotBaseToken/scum-and-villainy/kihraxz-fighter/grazthehunter__pilot-ab208b707e08.png",49,63,401,473,
recovered,"scumandvillainy::g1astarfighter::ruthlessfreelancer","ruthlessfreelancer","Ruthless Freelancer","Scum and Villainy","G-1A Starfighter","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__81224fb4e515e711.jpg","assets/generated/PilotBaseToken/scum-and-villainy/g-1a-starfighter/ruthlessfreelancer__pilot-f12f99b06c53.png",26,36,446,501,
recovered,"resistance::yt1300::rey","rey","Rey","Resistance","YT-1300","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__d3df896a1b19e2d3.jpg","assets/generated/PilotBaseToken/resistance/yt-1300/rey__pilot-eb36ccfc081b.png",35,33,618,679,
recovered,"resistance::yt1300::resistancesympathizer","resistancesympathizer","Resistance Sympathizer","Resistance","YT-1300","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__7467530dfe133fbb.jpg","assets/generated/PilotBaseToken/resistance/yt-1300/resistancesympathizer__pilot-a5ca71e30c57.png",51,48,906,995,
recovered,"resistance::t70xwing::blueace","blueace","""Blue Ace""","Resistance","T-70 X-wing","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__1d5936ef888e42e5.png","assets/generated/PilotBaseToken/resistance/t-70-x-wing/blueace__pilot-239a2913649d.png",8,12,430,492,
recovered,"resistance::t70xwing::redace","redace","""Red Ace""","Resistance","T-70 X-wing","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__975c8c711f7c65aa.png","assets/generated/PilotBaseToken/resistance/t-70-x-wing/redace__pilot-89695cd3445a.png",8,12,430,492,
recovered,"resistance::t70xwing::snapwexley","snapwexley","""Snap"" Wexley","Resistance","T-70 X-wing","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__153b577a450f0b6b.png","assets/generated/PilotBaseToken/resistance/t-70-x-wing/snapwexley__pilot-4313f481bfd0.png",8,12,430,492,
recovered,"resistance::t70xwing::bluesquadronnovice","bluesquadronnovice","Blue Squadron Novice","Resistance","T-70 X-wing","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__54a3af4a124ddf3b.png","assets/generated/PilotBaseToken/resistance/t-70-x-wing/bluesquadronnovice__pilot-a00822d36976.png",8,12,430,492,
recovered,"resistance::t70xwing::jesspava","jesspava","Jess Pava","Resistance","T-70 X-wing","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__1d61c00c61d16842.png","assets/generated/PilotBaseToken/resistance/t-70-x-wing/jesspava__pilot-d2179eefc44b.png",8,12,430,492,
recovered,"resistance::t70xwing::niennunb","niennunb","Nien Nunb","Resistance","T-70 X-wing","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__16209805b76e1a18.png","assets/generated/PilotBaseToken/resistance/t-70-x-wing/niennunb__pilot-dca9ee93e622.png",8,12,430,492,
recovered,"resistance::t70xwing::redsquadronveteran","redsquadronveteran","Red Squadron Veteran","Resistance","T-70 X-wing","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__cae3c01c45a74ce3.png","assets/generated/PilotBaseToken/resistance/t-70-x-wing/redsquadronveteran__pilot-4539ad7a4461.png",8,12,430,492,
recovered,"rebelalliance::tiefighter::ahsokatano","ahsokatano","Ahsoka Tano","Rebel Alliance","TIE Fighter","assets/source/legacy1e/steamusercontent-a.akamaihd.net/other/asset__2d6e5ce97aed0766.png","assets/generated/PilotBaseToken/rebel-alliance/tie-fighter/ahsokatano__pilot-a331eb02a4a0.png",35,47,447,526,
recovered,"galacticempire::tiefighter::chaser","chaser","""Chaser""","Galactic Empire","TIE Fighter","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__6c3f421b05f367c1.png","assets/generated/PilotBaseToken/galactic-empire/tie-fighter/chaser__pilot-1641d4c10891.png",35,47,447,526,
recovered,"galacticempire::tiefighter::scourge","scourge","""Scourge""","Galactic Empire","TIE Fighter","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__585519cfcc08608b.png","assets/generated/PilotBaseToken/galactic-empire/tie-fighter/scourge__pilot-b786bc451943.png",35,47,447,526,
recovered,"galacticempire::tiefighter::wingedgundark","wingedgundark","""Winged Gundark""","Galactic Empire","TIE Fighter","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__44d3738836b61519.png","assets/generated/PilotBaseToken/galactic-empire/tie-fighter/wingedgundark__pilot-1937d975875c.png",35,47,447,526,
recovered,"galacticempire::tiefighter::youngster","youngster","""Youngster""","Galactic Empire","TIE Fighter","assets/source/legacy1e/steamusercontent-a.akamaihd.net/images/asset__2760184b48ec5205.png","assets/generated/PilotBaseToken/galactic-empire/tie-fighter/youngster__pilot-03628fe3aeec.png",35,47,447,526,
